CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
373737105,GGB,GERDAU SA,25745217,23936662,104.01M,96.7M,+1323.5%,0.02%
314352105,FDXF,FEDEX FGHT HLDG CO INC,628772,628772,94.94M,94.94M,NEW,0.02%
48553T106,BZ,KANZHUN LIMITED,7298212,7296498,93.93M,93.91M,+425700%,0.02%
30303M102,META,META PLATFORMS INC,12836063,162909,7.23B,91.77M,+1.3%,1.3%
743315103,PGR,PROGRESSIVE CORP,6784205,410326,1.48B,89.64M,+6.4%,0.27%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,5060528,962362,461.52M,87.77M,+23.5%,0.08%
20825C104,COP,CONOCOPHILLIPS,6805977,840180,707.55M,87.35M,+14.1%,0.13%
55024U109,LITE,LUMENTUM HLDGS INC,501031,101338,429.91M,86.95M,+25.4%,0.08%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,10845627,2541795,368.75M,86.42M,+30.6%,0.07%
911363109,URI,UNITED RENTALS INC,539121,74008,610.76M,83.84M,+15.9%,0.11%
74340W103,PLD,PROLOGIS INC.,14753884,618467,2B,83.78M,+4.4%,0.36%
958102AT2,WDC,WESTERN DIGITAL CORP,4900000,4900000,82.51M,82.51M,NEW,0.01%
778296103,ROST,ROSS STORES INC,2176560,386520,463.28M,82.27M,+21.6%,0.08%
65339F101,NEE,NEXTERA ENERGY INC,16302084,895824,1.43B,78.63M,+5.8%,0.26%
75513E101,RTX,RTX CORPORATION,8693939,411356,1.65B,78.05M,+5%,0.3%
76155X100,RVMD,REVOLUTION MEDICINES INC,912335,411740,170.86M,77.11M,+82.3%,0.03%
713448108,PEP,PEPSICO INC,11817684,549336,1.6B,74.38M,+4.9%,0.29%
032095101,APH,AMPHENOL CORP,9703604,416388,1.71B,73.42M,+4.5%,0.31%
76131D103,QSR,RESTAURANT BRANDS INTL INC,1173662,994454,85.1M,72.11M,+554.9%,0.02%
781154109,RBRK,RUBRIK INC.,1739658,885144,139.66M,71.06M,+103.6%,0.03%
25278X109,FANG,DIAMONDBACK ENERGY INC,1353016,402004,237.83M,70.66M,+42.3%,0.04%
313745101,FRT,FEDERAL RLTY INVT TR NEW,558833,554438,68.98M,68.44M,+12615.2%,0.01%
55306NAB0,MKSI,MKS INC.,23200000,23200000,68.29M,68.29M,NEW,0.01%
87612E106,TGT,TARGET CORP,4514522,514155,589.64M,67.15M,+12.9%,0.11%
58733R102,MELI,MERCADOLIBRE INC,533816,38871,906.09M,65.98M,+7.9%,0.16%
10806XAJ1,,BRIDGEBIO PHARMA INC,38700000,38700000,65.09M,65.09M,NEW,0.01%
450056AB2,IRTC,IRHYTHM HOLDINGS INC,59300000,59300000,65.02M,65.02M,NEW,0.01%
465741AQ9,ITRI,ITRON INC,65270000,65270000,65.01M,65.01M,NEW,0.01%
462222AF7,IONS,IONIS PHARMACEUTICALS INC,41100000,41100000,63.89M,63.89M,NEW,0.01%
26210CAD6,DBX,DROPBOX INC,62700000,62700000,63.3M,63.3M,NEW,0.01%
682189AS4,ON,ON SEMICONDUCTOR CORP,34500000,34500000,62.75M,62.75M,NEW,0.01%
65339KCY4,NEEPRI,NEXTERA ENERGY CAP HLDGS INC,47750000,47750000,62.72M,62.72M,NEW,0.01%
03831W108,APP,APPLOVIN CORP,1735471,121605,894.17M,62.65M,+7.5%,0.16%
443201108,HWM,HOWMET AEROSPACE INC,3074688,232619,826.66M,62.54M,+8.2%,0.15%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,824725,213386,239.66M,62.01M,+34.9%,0.04%
58507V107,MDLN,MEDLINE INC,2829363,1561083,111.59M,61.57M,+123.1%,0.02%
125896BX7,CMS,CMS ENERGY CORP,55100000,55100000,61.46M,61.46M,NEW,0.01%
315616102,FFIV,F5 INC,726844,144534,302.34M,60.12M,+24.8%,0.05%
41068X100,HASI,HA SUSTAINABLE INFRA CAP INC,1534959,1530079,59.94M,59.75M,+31354.1%,0.01%
74144T108,TROW,PRICE T ROWE GROUP INC,3150561,524544,358.19M,59.64M,+20%,0.07%
64110D104,NTAP,NETAPP INC,4444057,383701,687.76M,59.38M,+9.4%,0.13%
40131MAD1,GH,GUARDANT HEALTH INC,23600000,23600000,59.3M,59.3M,NEW,0.01%
316773100,FITB,FIFTH THIRD BANCORP,7384087,1049520,416.24M,59.16M,+16.6%,0.08%
70202LAD4,PSN,PARSONS CORP DEL,58650000,58650000,57.7M,57.7M,NEW,0.01%
16411R208,LNG,CHENIERE ENERGY INC,2135088,239680,510.31M,57.29M,+12.6%,0.09%
14174T107,CTRE,CARETRUST REIT INC,1411896,1407893,56.97M,56.81M,+35170.9%,0.01%
55087PAD6,LYFT,LYFT INC,53800000,53800000,56.33M,56.33M,NEW,0.01%
461202103,INTU,INTUIT,3334328,215814,870.26M,56.33M,+6.9%,0.16%
21873S108,CRWV,COREWEAVE INC,1415103,555999,140.86M,55.34M,+64.7%,0.03%
76169C100,REXR,REXFORD INDL RLTY INC,1654665,1650693,55.43M,55.3M,+41558.2%,0.01%
56585A102,MPC,MARATHON PETE CORP,1508489,215686,385.68M,55.14M,+16.7%,0.07%
665531AJ8,NOG,NORTHERN OIL & GAS INC,56840000,56840000,54.32M,54.32M,NEW,<.01%
398182303,AHR,AMERICAN HEALTHCARE REIT INC,1030254,1028580,53.73M,53.64M,+61444.4%,<.01%
02079K404,ABE2.F,ALPHABET INC,1040000,1040000,52.93M,52.93M,NEW,<.01%
98419M100,XYL,XYLEM INC,4274761,440210,505.32M,52.04M,+11.5%,0.09%
01609W102,BABA,ALIBABA GROUP HLDG LTD,6068788,533973,582.48M,51.25M,+9.6%,0.11%
44332N106,HTHT,H WORLD GROUP LTD,1216507,1214004,50.75M,50.65M,+48502%,<.01%
78377T107,RHP,RYMAN HOSPITALITY PPTYS INC,387804,385625,49.85M,49.57M,+17697.3%,<.01%
983793100,XPO,XPO INC,538066,240261,110.46M,49.32M,+80.7%,0.02%
842587107,SO,SOUTHERN CO,5681674,508149,543.79M,48.63M,+9.8%,0.1%
32054K103,FR,FIRST INDL RLTY TR INC,786503,783635,48.22M,48.04M,+27323.4%,<.01%
37637K108,GTLB,GITLAB INC,1987553,1558625,60.68M,47.58M,+363.4%,0.01%
01609WBG6,BABA,ALIBABA GROUP HLDG LTD,48381000,38381000,57.07M,45.27M,+383.8%,0.01%
554382101,MAC,MACERICH CO,1807253,1796223,45.52M,45.25M,+16284.9%,<.01%
72348N109,PNFP,PINNACLE FINL PARTNERS INC,452150,448268,45.61M,45.22M,+11547.3%,<.01%
204448104,BVN,COMPANIA DE MINAS BUENAVENTU,1515311,1515311,44.38M,44.38M,NEW,<.01%
171340102,CHD,CHURCH & DWIGHT CO INC,2925749,457445,283.45M,44.32M,+18.5%,0.05%
46625H100,JPM,JPMORGAN CHASE & CO,18833413,134634,6.16B,44.07M,+0.7%,1.1%
88579Y101,MMM,3M CO,3935534,270458,637.2M,43.79M,+7.4%,0.12%
48268K101,KT,KT CORP,2488428,2482714,43M,42.9M,+43449.7%,<.01%
46434G772,EWT,ISHARES INC,453195,389833,49.22M,42.34M,+615.2%,<.01%
651639106,NEM,NEWMONT CORP,8289435,452674,774.23M,42.28M,+5.8%,0.14%
400506101,PAC,GRUPO AEROPORTUNARIO DEL PAC,165997,165818,42.02M,41.98M,+92635.8%,<.01%
88146M101,TRNO,TERRENO RLTY CORP,646088,642751,41.85M,41.63M,+19261.3%,<.01%
500688AH9,KOS,KOSMOS ENERGY LTD,54600000,54600000,40.76M,40.76M,NEW,<.01%
42226K105,HR,HEALTHCARE RLTY TR,1998790,1995474,40.32M,40.25M,+60177.1%,<.01%
617446448,MS,MORGAN STANLEY,11206144,188296,2.34B,39.36M,+1.7%,0.43%
717081103,PFE,PFIZER INC,36157306,1634374,870.67M,39.36M,+4.7%,0.16%
209115104,ED,CONSOLIDATED EDISON INC,4847672,353000,536.3M,39.05M,+7.9%,0.1%
15135B101,CNC,CENTENE CORP DEL,5517580,608249,354.17M,39.04M,+12.4%,0.06%
922280AD4,VRNS,VARONIS SYS INC,39595000,39595000,38.31M,38.31M,NEW,<.01%
29670E107,EPRT,ESSENTIAL PPTYS RLTY TR INC,1263798,1255229,37.72M,37.47M,+14648.5%,<.01%
243537107,DECK,DECKERS OUTDOOR CORP,2116595,374923,210.16M,37.23M,+21.5%,0.04%
693718108,PCAR,PACCAR INC,3424315,305215,411.33M,36.66M,+9.8%,0.07%
771049103,RBLX,ROBLOX CORP,3521459,670628,191.5M,36.47M,+23.5%,0.03%
576323109,MTZ,MASTEC INC,403709,87560,167.97M,36.43M,+27.7%,0.03%
20441A102,SBS,COMPANHIA DE SANEAMENTO BASI,7855000,6273638,45.4M,36.26M,+396.7%,<.01%
