CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03957W106,AROC,ARCHROCK INC,5272,-6761,214.62K,-275.24K,-56.2%,<.01%
423452101,HP,HELMERICH & PAYNE INC,2969,-8495,97.2K,-278.13K,-74.1%,<.01%
422806109,HEI,HEICO CORP NEW,0,-1018,0,-279.14K,CLOSE,0%
97785W106,WOLF,WOLFSPEED INC,0,-17139,0,-279.71K,CLOSE,0%
12662P108,CVI,CVR ENERGY INC,0,-8330,0,-280.31K,CLOSE,0%
78409V104,SPGI,S&P GLOBAL INC,12704,-715,5.17M,-291.19K,-5.3%,0.07%
761152107,RMD,RESMED INC,0,-1335,0,-299.68K,CLOSE,0%
698813102,PZZA,PAPA JOHNS INTL INC,1442,-8269,53.02K,-304.05K,-85.2%,<.01%
65342K105,NEXT,NEXTDECADE CORP,172595,-41307,1.3M,-311.45K,-19.3%,0.02%
784730103,SSRM,SSR MINING IN,22760,-11454,643.65K,-323.92K,-33.5%,<.01%
389637109,GBTC,GRAYSCALE BITCOIN TRUST ETF,0,-6158,0,-324.9K,CLOSE,0%
N3167Y103,RACE,FERRARI N V,462,-873,172K,-325.01K,-65.4%,<.01%
690370101,BBBY,BED BATH & BEYOND INC,0,-71480,0,-331.67K,CLOSE,0%
229050307,CYRX,CRYOPORT INC,23208,-21174,364.37K,-332.43K,-47.7%,<.01%
778296103,ROST,ROSS STORES INC,20325,-1568,4.33M,-333.75K,-7.2%,0.06%
10576N102,BRZE,BRAZE INC,0,-14245,0,-336.32K,CLOSE,0%
G3223R108,EG,EVEREST GROUP LTD,0,-1036,0,-338.62K,CLOSE,0%
489170100,KMT,KENNAMETAL INC,9201,-9730,322.5K,-341.04K,-51.4%,<.01%
679295105,OKTA,OKTA INC,102000,-2528,13.92M,-344.95K,-2.4%,0.19%
576485205,MTDR,MATADOR RES CO,4833,-6968,240.59K,-346.87K,-59%,<.01%
666807102,NOC,NORTHROP GRUMMAN CORP,3716,-689,1.89M,-350.91K,-15.6%,0.03%
90041L105,TPB,TURNING PT BRANDS INC,27021,-4163,2.29M,-353.06K,-13.3%,0.03%
693718108,PCAR,PACCAR INC,8919,-3009,1.07M,-361.44K,-25.2%,0.01%
63010H108,NNE,NANO NUCLEAR ENERGY INC,23120,-17293,488.76K,-365.57K,-42.8%,<.01%
76156B107,RVLV,REVOLVE GROUP INC,0,-16255,0,-367.53K,CLOSE,0%
03152W109,FOLD,AMICUS THERAPEUTIC,0,-25604,0,-370.23K,CLOSE,0%
917047102,URBN,URBAN OUTFITTERS INC,0,-5932,0,-375.79K,CLOSE,0%
88025T102,TENB,TENABLE HLDGS INC,1991,-10224,73.43K,-377.06K,-83.7%,<.01%
11133T103,BR,BROADRIDGE FINL SOLUTIONS IN,0,-2335,0,-379.39K,CLOSE,0%
54738L109,LOVE,LOVESAC CO,189,-22839,3.15K,-381.13K,-99.2%,<.01%
189054109,CLX,CLOROX CO DEL,6551,-4094,625.23K,-390.73K,-38.5%,<.01%
82982L103,SITE,SITEONE LANDSCAPE SUPPLY INC,0,-2954,0,-393.21K,CLOSE,0%
00370M103,ABVX,ABIVAX SA,6790,-2979,904.84K,-396.98K,-30.5%,0.01%
70432V102,PAYC,PAYCOM SOFTWARE INC,8225,-3169,1.03M,-398.28K,-27.8%,0.01%
46269C102,IRDM,IRIDIUM COMMUNICATIONS INC,30326,-7334,1.66M,-402.27K,-19.5%,0.02%
313745101,FRT,FEDERAL RLTY INVT TR NEW,0,-3790,0,-402.54K,CLOSE,0%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,0,-1221,0,-403.7K,CLOSE,0%
880770102,TER,TERADYNE INC,42560,-839,20.59M,-405.94K,-1.9%,0.29%
959802109,WU,WESTERN UN CO,26684,-52783,205.47K,-406.43K,-66.4%,<.01%
18452B209,CLSK,CLEANSPARK INC,0,-47864,0,-407.32K,CLOSE,0%
018802108,LNT,ALLIANT ENERGY CORP,6534,-5354,498.48K,-408.46K,-45%,<.01%
28176E108,EW,EDWARDS LIFESCIENCES CORP,0,-5124,0,-410.33K,CLOSE,0%
267475101,DY,DYCOM INDS INC,0,-1219,0,-413.02K,CLOSE,0%
74743L100,Q,QNITY ELECTRONICS INC,8220,-2605,1.34M,-425.42K,-24.1%,0.02%
526057104,LEN,LENNAR CORP,33888,-4702,3.07M,-425.48K,-12.2%,0.04%
G8994E103,TT,TRANE TECHNOLOGIES PLC,0,-1021,0,-425.49K,CLOSE,0%
311900104,FAST,FASTENAL CO,0,-9398,0,-436.07K,CLOSE,0%
34986A104,FWRD,FORWARD AIR CORP,0,-26170,0,-437.3K,CLOSE,0%
01644J108,ALKT,ALKAMI TECHNOLOGY INC,0,-27980,0,-438.45K,CLOSE,0%
911549103,UAMY,UNITED STATES ANTIMONY CORP,0,-50436,0,-440.31K,CLOSE,0%
72703H101,PLNT,PLANET FITNESS MASTER ISSUER,0,-5928,0,-440.93K,CLOSE,0%
98954M200,Z,ZILLOW GROUP INC,0,-10699,0,-442.73K,CLOSE,0%
50202M102,LI,LI AUTO INC,240460,-37934,2.82M,-445.35K,-13.6%,0.04%
09257W100,BXMT,BLACKSTONE MORTGAGE TRUST IN,0,-23348,0,-447.11K,CLOSE,0%
883203101,TXT,TEXTRON INC,0,-5117,0,-448.05K,CLOSE,0%
428291108,HXL,HEXCEL CORP NEW,0,-5555,0,-449.57K,CLOSE,0%
G02602103,DOX,AMDOCS LTD,0,-7012,0,-457.6K,CLOSE,0%
032108664,HACK,AMPLIFY ETF TR,126,-4374,13.22K,-458.96K,-97.2%,<.01%
75508B104,RYAM,RAYONIER ADVANCED MATLS INC,23184,-58397,182.23K,-459K,-71.6%,<.01%
493267108,KEY,KEYCORP,95274,-19933,2.2M,-459.46K,-17.3%,0.03%
31488V107,FERG,FERGUSON ENTERPRISES INC,0,-1985,0,-463.02K,CLOSE,0%
29414B104,EPAM,EPAM SYS INC,4082,-5866,323.91K,-465.47K,-59%,<.01%
98389B100,XEL,XCEL ENERGY INC,2014,-5984,161.72K,-480.51K,-74.8%,<.01%
531229755,FWONK,LIBERTY MEDIA CORP DEL,0,-5837,0,-496.26K,CLOSE,0%
128030202,CALM,CAL MAINE FOODS INC,1922,-6253,154.84K,-503.74K,-76.5%,<.01%
40412C101,HCA,HCA HEALTHCARE INC,0,-1070,0,-506.37K,CLOSE,0%
69047Q102,OVV,OVINTIV INC,13689,-9660,720.73K,-508.6K,-41.4%,0.01%
09175A206,BMNR,BITMINE IMMERSION TECHS INC,33456,-38650,445.3K,-514.43K,-53.6%,<.01%
61174X109,MNST,MONSTER BEVERAGE CORP NEW,44142,-5383,4.24M,-517.41K,-10.9%,0.06%
58463J304,MPT,MEDICAL PROPERTIES TRUST INC,189992,-112299,877.76K,-518.82K,-37.1%,0.01%
03676B102,AM,ANTERO MIDSTREAM CORP,2312,-23068,52.6K,-524.8K,-90.9%,<.01%
07831C103,BRBR,BELLRING BRANDS INC,2476,-40852,32.04K,-528.62K,-94.3%,<.01%
320517105,FHN,FIRST HORIZON CORPORATION,0,-23310,0,-530.54K,CLOSE,0%
465741106,ITRI,ITRON INC,0,-5952,0,-533.48K,CLOSE,0%
524660107,LEG,LEGGETT & PLATT INC,0,-54319,0,-536.67K,CLOSE,0%
608190104,MHK,MOHAWK INDS INC,0,-5460,0,-537.59K,CLOSE,0%
92189F791,GDXJ,VANECK ETF TRUST,50108,-5486,4.92M,-539K,-9.9%,0.07%
80004C200,SNDK,SANDISK CORP,0,-849,0,-539.4K,CLOSE,0%
82982T106,SITM,SITIME CORP,0,-1566,0,-540.82K,CLOSE,0%
399909100,GGAL,GRUPO FINANCIERO GALICIA S.A,0,-11738,0,-548.28K,CLOSE,0%
24906P109,XRAY,DENTSPLY SIRONA INC,169,-51837,1.79K,-549.96K,-99.7%,<.01%
24665A103,DK,DELEK US HLDGS INC NEW,1769,-10918,89.88K,-554.74K,-86.1%,<.01%
980745103,WWD,WOODWARD INC,0,-1586,0,-567.66K,CLOSE,0%
88031M109,TS,TENARIS S A,11932,-10250,662.11K,-568.77K,-46.2%,<.01%
68390D106,OR,OR ROYALTIES INC.,1671,-18138,52.85K,-573.71K,-91.6%,<.01%
65290E101,NXT,NEXTPOWER INC,2406,-4874,286.65K,-580.69K,-67%,<.01%
28618M106,ESI,ELEMENT SOLUTIONS INC,0,-17011,0,-580.76K,CLOSE,0%
74251V102,PFG,PRINCIPAL FINANCIAL GROUP IN,3417,-5389,368.28K,-580.83K,-61.2%,<.01%
880779103,TEX,TEREX CORP NEW,0,-9960,0,-588.64K,CLOSE,0%
74982T103,RXO,RXO INC,0,-40460,0,-591.52K,CLOSE,0%
29476L107,EQR,EQUITY RESIDENTIAL,3137,-8773,213.1K,-595.95K,-73.7%,<.01%
42330P107,HLX,HELIX ENERGY SOLUTIONS GRP I,59043,-68305,516.04K,-596.99K,-53.6%,<.01%
534187109,LNC,LINCOLN NATL CORP IND,0,-16961,0,-602.12K,CLOSE,0%
515098101,LSTR,LANDSTAR SYS INC,0,-3790,0,-607.58K,CLOSE,0%
46266C105,IQV,IQVIA HLDGS INC,0,-3564,0,-607.8K,CLOSE,0%
40609P105,HNRG,HALLADOR ENERGY COMPANY,38411,-35161,667.97K,-611.45K,-47.8%,<.01%
228368106,CCK,CROWN HLDGS INC,0,-6120,0,-613.53K,CLOSE,0%
550241103,LUMN,LUMEN TECHNOLOGIES INC,111076,-80028,853.06K,-614.62K,-41.9%,0.01%
781154109,RBRK,RUBRIK INC.,0,-12576,0,-615.85K,CLOSE,0%
55306N104,MKSI,MKS INC.,594,-1391,264.21K,-618.72K,-70.1%,<.01%
131428104,CLMT,CALUMET INC,0,-17356,0,-623.08K,CLOSE,0%
892672106,TW,TRADEWEB MKTS INC,0,-5320,0,-625.95K,CLOSE,0%
767204100,RIO,RIO TINTO PLC,0,-6711,0,-626.07K,CLOSE,0%
86384P109,STUB,STUBHUB HLDGS INC,0,-102004,0,-636.5K,CLOSE,0%
01973R101,ALSN,ALLISON TRANSMISSION HLDGS I,0,-5468,0,-640.08K,CLOSE,0%
773903109,ROK,ROCKWELL AUTOMATION INC,0,-1834,0,-658.19K,CLOSE,0%
26856L103,ELF,E L F BEAUTY INC,0,-10870,0,-658.83K,CLOSE,0%
Y7542C130,STNG,SCORPIO TANKERS INC,0,-9143,0,-682.62K,CLOSE,0%
857477103,STT,STATE STR CORP,423,-4035,71.74K,-684.34K,-90.5%,<.01%
016255101,ALGN,ALIGN TECHNOLOGY INC,0,-4029,0,-690.69K,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,3944,-1361,2.03M,-699.01K,-25.7%,0.03%
91733P107,USAR,USA RARE EARTH INC,0,-46519,0,-704.07K,CLOSE,0%
743312100,PRGS,PROGRESS SOFTWARE CORP,11170,-21322,375.09K,-715.99K,-65.6%,<.01%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,0,-2457,0,-719.29K,CLOSE,0%
015271109,ARE,ALEXANDRIA REAL ESTATE EQ IN,0,-15679,0,-727.82K,CLOSE,0%
22266T109,CPNG,COUPANG INC,87867,-42265,1.53M,-734.14K,-32.5%,0.02%
92552V100,VSAT,VIASAT INC,0,-16039,0,-734.59K,CLOSE,0%
284902509,EGO,ELDORADO GOLD CORP NEW,9906,-23671,307.98K,-735.93K,-70.5%,<.01%
852234103,XYZ,BLOCK INC,0,-12305,0,-740.51K,CLOSE,0%
023939101,AMTM,AMENTUM HOLDINGS INC,0,-28548,0,-744.53K,CLOSE,0%
M7S64H106,MNDY,MONDAY COM LTD,0,-11158,0,-771.13K,CLOSE,0%
60855R100,MOH,MOLINA HEALTHCARE INC,0,-5845,0,-779.14K,CLOSE,0%
294821608,ERIC,TELEFONAKTIEBOLAGET LM ERICS,0,-69232,0,-780.25K,CLOSE,0%
464287242,LQD,ISHARES TR,0,-7160,0,-780.37K,CLOSE,0%
607828100,MOD,MODINE MFG CO,0,-3654,0,-791.86K,CLOSE,0%
22052L104,CTVA,CORTEVA INC,6589,-9369,558.02K,-793.46K,-58.7%,<.01%
16935C109,CHYM,CHIME FINL INC,0,-42803,0,-801.7K,CLOSE,0%
25460G138,TMF,DIREXION SHARES ETF TRUST,96013,-22787,3.41M,-810.08K,-19.2%,0.05%
690742101,OC,OWENS CORNING NEW,6760,-5100,1.07M,-810.7K,-43%,0.01%
04626A103,ALAB,ASTERA LABS INC,0,-7402,0,-811.26K,CLOSE,0%
075887109,BDX,BECTON DICKINSON & CO,0,-5166,0,-812.25K,CLOSE,0%
724479100,PBI,PITNEY BOWES INC,862,-46386,15.1K,-812.67K,-98.2%,<.01%
127097103,CTRA,COTERRA ENERGY INC,0,-23196,0,-815.11K,CLOSE,0%
002896207,ANF,ABERCROMBIE & FITCH CO,0,-8931,0,-816.02K,CLOSE,0%
29250N105,ENB,ENBRIDGE INC,0,-15083,0,-816.59K,CLOSE,0%
62914V106,NIO,NIO INC,1309429,-163076,6.63M,-825.16K,-11.1%,0.09%
77311W101,RKT,ROCKET COS INC,50087,-52512,788.87K,-827.06K,-51.2%,0.01%
464286806,EWG,ISHARES INC,0,-21713,0,-861.36K,CLOSE,0%
60741F104,MBLY,MOBILEYE GLOBAL INC,469799,-90693,4.55M,-877.91K,-16.2%,0.06%
209115104,ED,CONSOLIDATED EDISON INC,0,-7923,0,-896.73K,CLOSE,0%
478160104,JNJ,JOHNSON & JOHNSON,0,-3704,0,-905.41K,CLOSE,0%
03524A108,BUD,ANHEUSER BUSCH INBEV SA NV,123032,-11415,10.14M,-940.6K,-8.5%,0.14%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,471514,-28022,15.97M,-949.39K,-5.6%,0.22%
M46528101,FRO,FRONTLINE PLC,23888,-27353,831.06K,-951.61K,-53.4%,0.01%
013872106,AA,ALCOA CORP,0,-14396,0,-954.89K,CLOSE,0%
741623102,PRMB,PRIMO BRANDS CORPORATION,0,-51472,0,-969.22K,CLOSE,0%
573284106,MLM,MARTIN MARIETTA MATLS INC,1282,-1683,739.33K,-970.59K,-56.8%,0.01%
22160N109,CSGP,COSTAR GROUP INC,37613,-34896,1.07M,-988.25K,-48.1%,0.01%
217204106,CPRT,COPART INC,9618,-35450,271.13K,-999.33K,-78.7%,<.01%
904311107,UAA,UNDER ARMOUR INC,700332,-157390,4.48M,-1.01M,-18.3%,0.06%
459506101,IFF,INTERNATIONAL FLAVORS&FRAGRA,0,-13973,0,-1.01M,CLOSE,0%
984245100,YPF,YPF SOCIEDAD ANONIMA,0,-22079,0,-1.02M,CLOSE,0%
477143101,JBLU,JETBLUE AIRWAYS CORP,0,-231800,0,-1.02M,CLOSE,0%
90364P105,PATH,UIPATH INC,176231,-95357,1.92M,-1.04M,-35.1%,0.03%
243537107,DECK,DECKERS OUTDOOR CORP,0,-10492,0,-1.05M,CLOSE,0%
464286772,EWY,ISHARES INC,0,-8606,0,-1.06M,CLOSE,0%
707569109,PENN,PENN ENTERTAINMENT INC,0,-72106,0,-1.08M,CLOSE,0%
929160109,VMC,VULCAN MATLS CO,0,-3995,0,-1.09M,CLOSE,0%
14149Y108,CAH,CARDINAL HEALTH INC,2300,-4617,546.39K,-1.1M,-66.7%,<.01%
252131107,DXCM,DEXCOM INC,51904,-16346,3.5M,-1.1M,-24%,0.05%
46284V101,IRM,IRON MTN INC DEL,3949,-9031,498.8K,-1.14M,-69.6%,<.01%
70614W100,PTON,PELOTON INTERACTIVE INC,398009,-194730,2.35M,-1.15M,-32.9%,0.03%
37954Y848,SIL,GLOBAL X FDS,17996,-14972,1.39M,-1.16M,-45.4%,0.02%
947890109,WBS,WEBSTER FINL CORP,4556,-15462,348.17K,-1.18M,-77.2%,<.01%
55087P104,LYFT,LYFT INC,51279,-81378,749.19K,-1.19M,-61.3%,0.01%
680665205,OLN,OLIN CORP,8034,-60015,159.23K,-1.19M,-88.2%,<.01%
00846U101,A,AGILENT TECHNOLOGIES INC,1960,-9138,260.35K,-1.21M,-82.3%,<.01%
918204108,VFC,V F CORP,912419,-73321,15.22M,-1.22M,-7.4%,0.21%
74766W108,QUBT,QUANTUM COMPUTING INC,0,-178992,0,-1.23M,CLOSE,0%
03743Q108,APA,APA CORPORATION,57674,-37647,1.88M,-1.23M,-39.5%,0.03%
403949100,DINO,HF SINCLAIR CORP,38694,-18136,2.7M,-1.26M,-31.9%,0.04%
023608102,AEE,AMEREN CORP,0,-11614,0,-1.28M,CLOSE,0%
55616P104,M,MACYS INC,0,-70696,0,-1.28M,CLOSE,0%
02209S103,MO,ALTRIA GROUP INC,0,-19642,0,-1.3M,CLOSE,0%
444859102,HUM,HUMANA INC,0,-7539,0,-1.31M,CLOSE,0%
87157D109,SYNA,SYNAPTICS INC,0,-18737,0,-1.31M,CLOSE,0%
185123106,CWAN,CLEARWATER ANALYTICS HLDGS I,0,-56000,0,-1.32M,CLOSE,0%
009158106,APD,AIR PRODUCTS AND CHEMICALS I,245,-4596,71.83K,-1.35M,-94.9%,<.01%
447011107,HUN,HUNTSMAN CORP,66744,-127476,708.82K,-1.35M,-65.6%,<.01%
00751Y106,AAP,ADVANCE AUTO PARTS INC,0,-25742,0,-1.36M,CLOSE,0%
278642103,EBAY,EBAY INC.,84224,-12446,9.41M,-1.39M,-12.9%,0.13%
518415104,LSCC,LATTICE SEMICONDUCTOR CORP,10332,-9097,1.58M,-1.39M,-46.8%,0.02%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,6529,-1444,6.3M,-1.39M,-18.1%,0.09%
52736R102,LEVI,LEVI STRAUSS & CO NEW,0,-75671,0,-1.4M,CLOSE,0%
G81276100,SIG,SIGNET JEWELERS LIMITED,0,-16666,0,-1.41M,CLOSE,0%
369550108,GD,GENERAL DYNAMICS CORP,0,-4117,0,-1.41M,CLOSE,0%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,5143,-2832,2.57M,-1.42M,-35.5%,0.04%
929740108,WAB,WABTEC,0,-5740,0,-1.43M,CLOSE,0%
67077M108,NTR,NUTRIEN LTD,5023,-22815,316.2K,-1.44M,-82%,<.01%
03945R102,ACHR,ARCHER AVIATION INC,188767,-303815,892.87K,-1.44M,-61.7%,0.01%
46222L108,IONQ,IONQ INC,0,-52290,0,-1.51M,CLOSE,0%
88034P109,TME,TENCENT MUSIC ENTMT GROUP,26523,-182678,221.47K,-1.53M,-87.3%,<.01%
02005N100,ALLY,ALLY FINL INC,57435,-34291,2.64M,-1.58M,-37.4%,0.04%
M98068105,WIX,WIX COM LTD,0,-17548,0,-1.58M,CLOSE,0%
090043100,BILL,BILL HOLDINGS INC,0,-41547,0,-1.59M,CLOSE,0%
436440101,HOLX,HOLOGIC INC,0,-21070,0,-1.59M,CLOSE,0%
406216101,HAL,HALLIBURTON CO,23048,-47408,782.48K,-1.61M,-67.3%,0.01%
126408103,CSX,CSX CORP,138971,-33934,6.61M,-1.61M,-19.6%,0.09%
747525103,QCOM,QUALCOMM INC,0,-12678,0,-1.63M,CLOSE,0%
29415C101,EOSE,EOS ENERGY ENTERPRISES INC,907229,-280827,5.33M,-1.65M,-23.6%,0.07%
36165L108,GDS,GDS HLDGS LTD,0,-41091,0,-1.66M,CLOSE,0%
675232102,OII,OCEANEERING INTL INC,23023,-41221,932.89K,-1.67M,-64.2%,0.01%
824348106,SHW,SHERWIN WILLIAMS CO,13110,-4852,4.51M,-1.67M,-27%,0.06%
745867101,PHM,PULTE GROUP INC,10259,-12282,1.41M,-1.69M,-54.5%,0.02%
48251W104,KKR,KKR & CO INC,170790,-18490,15.68M,-1.7M,-9.8%,0.22%
56501R106,MFC,MANULIFE FINL CORP,30893,-42350,1.25M,-1.72M,-57.8%,0.02%
73044W302,POET,POET TECHNOLOGIES INC,0,-289561,0,-1.72M,CLOSE,0%
199908104,FIX,COMFORT SYS USA INC,0,-1251,0,-1.73M,CLOSE,0%
H11356104,BG,BUNGE GLOBAL SA,7301,-16249,779.24K,-1.73M,-69%,0.01%
351858105,FNV,FRANCO NEV CORP,1073,-8639,223.66K,-1.8M,-89%,<.01%
902252105,TYL,TYLER TECHNOLOGIES INC,1208,-6169,353.29K,-1.8M,-83.6%,<.01%
78467X109,DIA,STATE STR SPDR DOW JONES IND,0,-3909,0,-1.81M,CLOSE,0%
81730H109,S,SENTINELONE INC,378988,-107419,6.43M,-1.82M,-22.1%,0.09%
M6191J100,FROG,JFROG LTD,0,-39772,0,-1.87M,CLOSE,0%
00214Q302,ARKG,ARK ETF TR,0,-70990,0,-1.88M,CLOSE,0%
962879102,WPM,WHEATON PRECIOUS METALS CORP,0,-14464,0,-1.89M,CLOSE,0%
464287200,IVV,ISHARES TR,1726,-2559,1.29M,-1.92M,-59.7%,0.02%
13321L108,CCJ,CAMECO CORP,13076,-18846,1.33M,-1.92M,-59%,0.02%
57060D108,MKTX,MARKETAXESS HLDGS INC,2147,-16923,243.66K,-1.92M,-88.7%,<.01%
464288752,ITB,ISHARES TR,0,-21661,0,-1.96M,CLOSE,0%
233331107,DTE,DTE ENERGY CO,2608,-13008,397.38K,-1.98M,-83.3%,<.01%
889478103,TOL,TOLL BROTHERS INC,0,-15122,0,-2.06M,CLOSE,0%
55955D100,MGNI,MAGNITE INC,0,-179394,0,-2.13M,CLOSE,0%
192108504,CDE,COEUR MNG INC,0,-118307,0,-2.22M,CLOSE,0%
020002101,ALL,ALLSTATE CORP,0,-10874,0,-2.25M,CLOSE,0%
G1890L107,CPRI,CAPRI HOLDINGS LIMITED,21323,-121556,395.97K,-2.26M,-85.1%,<.01%
701094104,PH,PARKER-HANNIFIN CORP,0,-2556,0,-2.29M,CLOSE,0%
443201108,HWM,HOWMET AEROSPACE INC,28191,-8551,7.58M,-2.3M,-23.3%,0.11%
71424F105,PR,PERMIAN RESOURCES CORP,6209,-128087,114.31K,-2.36M,-95.4%,<.01%
001055102,AFL,AFLAC INC,0,-21725,0,-2.38M,CLOSE,0%
43289P106,HIMX,HIMAX TECHNOLOGIES INC,7617,-155856,116.84K,-2.39M,-95.3%,<.01%
227046109,CROX,CROCS INC,2333,-19950,281.45K,-2.41M,-89.5%,<.01%
61945C103,MOS,MOSAIC CO,79382,-114922,1.68M,-2.44M,-59.1%,0.02%
445658107,JBHT,HUNT J B TRANS SVCS INC,0,-11674,0,-2.47M,CLOSE,0%
343412102,FLR,FLUOR CORP,0,-53131,0,-2.48M,CLOSE,0%
78464A888,XHB,SPDR SERIES TRUST,0,-25293,0,-2.5M,CLOSE,0%
98954M101,ZG,ZILLOW GROUP INC,23214,-80013,728.22K,-2.51M,-77.5%,0.01%
29355A107,ENPH,ENPHASE ENERGY INC,52177,-51203,2.57M,-2.52M,-49.5%,0.04%
65345N106,NN,NEXTNAV INC,0,-159728,0,-2.56M,CLOSE,0%
649445400,FLG,FLAGSTAR BANK NATIONAL ASSOC,33474,-172405,500.1K,-2.58M,-83.7%,<.01%
63942X106,NVTS,NAVITAS SEMICONDUCTOR CORP,58044,-144578,1.04M,-2.59M,-71.4%,0.01%
744320102,PRU,PRUDENTIAL FINL INC,35199,-24262,3.8M,-2.62M,-40.8%,0.05%
464286509,EWC,ISHARES INC,209599,-45478,12.08M,-2.62M,-17.8%,0.17%
78410G104,SBAC,SBA COMMUNICATIONS CORP,0,-15236,0,-2.62M,CLOSE,0%
M20791105,CAMT,CAMTEK LTD,0,-17413,0,-2.64M,CLOSE,0%
594972408,MSTR,STRATEGY INC,21975,-31415,1.91M,-2.73M,-58.8%,0.03%
92857W308,VOD,VODAFONE GROUP PLC,537360,-208433,7.11M,-2.76M,-27.9%,0.1%
46090E103,QQQ,INVESCO QQQ TR,170635,-3818,125.66M,-2.81M,-2.2%,1.7%
782011100,RSI,RUSH STREET INTERACTIVE INC,0,-130430,0,-2.84M,CLOSE,0%
552953101,MGM,MGM RESORTS INTERNATIONAL,0,-76788,0,-2.84M,CLOSE,0%
922475108,VEEV,VEEVA SYS INC,0,-16329,0,-2.87M,CLOSE,0%
02376R102,AAL,AMERICAN AIRLINES GROUP INC,0,-269284,0,-2.89M,CLOSE,0%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,0,-14705,0,-2.89M,CLOSE,0%
681919106,OMC,OMNICOM GROUP INC,0,-40014,0,-3.01M,CLOSE,0%
874080104,TAL,TAL ED GROUP,108291,-319429,1.04M,-3.06M,-74.7%,0.01%
91332U101,U,UNITY SOFTWARE INC,0,-141271,0,-3.1M,CLOSE,0%
71654V408,PBR,PETROLEO BRASILEIRO S A,0,-150038,0,-3.11M,CLOSE,0%
92189H607,OIH,VANECK ETF TRUST,0,-7752,0,-3.13M,CLOSE,0%
032095101,APH,AMPHENOL CORP,0,-24873,0,-3.14M,CLOSE,0%
H42097107,UBS,UBS GROUP AG,0,-81498,0,-3.18M,CLOSE,0%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,0,-21462,0,-3.21M,CLOSE,0%
46138G508,BKLN,INVESCO EXCH TRADED FD TR II,59758,-158349,1.22M,-3.23M,-72.6%,0.02%
693506107,PPG,PPG INDS INC,0,-30267,0,-3.23M,CLOSE,0%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,23127,-108459,697.97K,-3.27M,-82.4%,<.01%
368736104,GNRC,GENERAC HLDGS INC,0,-16832,0,-3.29M,CLOSE,0%
494368103,KMB,KIMBERLY-CLARK CORP,37969,-30018,4.17M,-3.3M,-44.2%,0.06%
87256C101,TKO,TKO GROUP HOLDINGS INC,0,-17114,0,-3.45M,CLOSE,0%
803054204,SAP,SAP SE,4368,-22786,673.15K,-3.51M,-83.9%,<.01%
88339J105,TTD,THE TRADE DESK INC,0,-155208,0,-3.52M,CLOSE,0%
576323109,MTZ,MASTEC INC,0,-11081,0,-3.57M,CLOSE,0%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,0,-10436,0,-3.6M,CLOSE,0%
042068205,ARM,ARM HOLDINGS PLC,0,-24402,0,-3.69M,CLOSE,0%
09260D107,BX,BLACKSTONE INC,373962,-31741,44M,-3.73M,-7.8%,0.61%
26614N102,DD,DUPONT DE NEMOURS INC,0,-82335,0,-3.77M,CLOSE,0%
811916105,SA,SEABRIDGE GOLD INC,0,-134754,0,-3.82M,CLOSE,0%
464286400,EWZ,ISHARES INC,49590,-112976,1.71M,-3.9M,-69.5%,0.02%
34959E109,FTNT,FORTINET INC,0,-47822,0,-3.91M,CLOSE,0%
039483102,ADM,ARCHER DANIELS MIDLAND CO,7855,-51206,600.12K,-3.91M,-86.7%,<.01%
05722G100,BKR,BAKER HUGHES COMPANY,0,-66121,0,-4.04M,CLOSE,0%
302130109,EXPD,EXPEDITORS INTL WASH INC,186,-24796,30.31K,-4.04M,-99.3%,<.01%
285512109,EA,ELECTRONIC ARTS INC,11694,-20170,2.4M,-4.14M,-63.3%,0.03%
46428Q109,SLV,ISHARES SILVER TR,32412,-78664,1.73M,-4.21M,-70.8%,0.02%
316773100,FITB,FIFTH THIRD BANCORP,52937,-74788,2.98M,-4.22M,-58.6%,0.04%
532457108,LLY,ELI LILLY & CO,0,-4724,0,-4.34M,CLOSE,0%
90138F102,TWLO,TWILIO INC,600,-21296,123.8K,-4.39M,-97.3%,<.01%
693656100,PVH,PVH CORPORATION,30047,-59355,2.23M,-4.41M,-66.4%,0.03%
64110W102,NTES,NETEASE COM INC,3501,-34750,448.62K,-4.45M,-90.8%,<.01%
16679L109,CHWY,CHEWY INC,0,-167064,0,-4.51M,CLOSE,0%
25179M103,DVN,DEVON ENERGY CORP NEW,411751,-110069,17.01M,-4.55M,-21.1%,0.24%
697900108,PAAS,PAN AMERN SILVER CORP,242885,-101601,10.88M,-4.55M,-29.5%,0.15%
G98239109,XP,XP INC,304124,-281183,4.95M,-4.57M,-48%,0.07%
