CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
482480100,KLAC,KLA CORP,34472,30970,10.4M,9.34M,+884.4%,0.62%
438516205,HON,HONEYWELL INTL INC,20814,20814,4.66M,4.66M,NEW,0.28%
09857L108,BKNG,BOOKING HOLDINGS INC,21306,20450,3.8M,3.65M,+2389%,0.23%
43849R105,HONA,HONEYWELL AEROSPACE INC,8352,8352,1.85M,1.85M,NEW,0.11%
G2004J103,CCL,CARNIVAL CORP LTD,33447,33447,955.58K,955.58K,NEW,0.06%
146869102,CVNA,CARVANA CO,17707,14234,1.17M,936.88K,+409.8%,0.07%
25179M103,DVN,DEVON ENERGY CORP NEW,29719,13354,1.23M,551.79K,+81.6%,0.07%
26614N201,DD,DUPONT DE NEMOURS INC,3655,3655,495.76K,495.76K,NEW,0.03%
314352105,FDXF,FEDEX FGHT HLDG CO INC,2807,2807,423.86K,423.86K,NEW,0.03%
58507V107,MDLN,MEDLINE INC,10395,10395,409.98K,409.98K,NEW,0.02%
60855R100,MOH,MOLINA HEALTHCARE INC,1332,1332,304.63K,304.63K,NEW,0.02%
G39387108,GFS,GLOBALFOUNDRIES INC,3216,3216,265.03K,265.03K,NEW,0.02%
750940108,RAL,RALLIANT CORP,2964,2964,218.24K,218.24K,NEW,0.01%
H5919C104,ONON,ON HLDG AG,5918,5918,209.62K,209.62K,NEW,0.01%
097023105,BA,BOEING CO,19795,724,4.29M,156.72K,+3.8%,0.26%
697435105,PANW,PALO ALTO NETWORKS INC,20957,413,7.15M,140.84K,+2%,0.43%
833445109,SNOW,SNOWFLAKE INC,8688,462,2.21M,117.58K,+5.6%,0.13%
594972408,MSTR,STRATEGY INC,8172,1224,710.39K,106.4K,+17.6%,0.04%
24703L202,DELL,DELL TECHNOLOGIES INC,8180,233,3.53M,100.53K,+2.9%,0.21%
95040Q104,WELL,WELLTOWER INC,18014,403,4.09M,91.47K,+2.3%,0.24%
458140100,INTC,INTEL CORP,115602,596,16.14M,83.22K,+0.5%,0.97%
631103108,NDAQ,NASDAQ INC,11863,1010,935.04K,79.61K,+9.3%,0.06%
871607107,SNPS,SYNOPSYS INC,5002,145,2.23M,64.68K,+3%,0.13%
75734B100,RDDT,REDDIT INC,3393,325,588.96K,56.41K,+10.6%,0.04%
629377508,NRG,NRG ENERGY INC,5363,357,783.32K,52.14K,+7.1%,0.05%
19260Q107,COIN,COINBASE GLOBAL INC,5838,308,853.46K,45.03K,+5.6%,0.05%
79589L106,IOT,SAMSARA INC,8399,1339,272.38K,43.42K,+19%,0.02%
032095101,APH,AMPHENOL CORP,31967,235,5.64M,41.44K,+0.7%,0.34%
770700102,HOOD,ROBINHOOD MKTS INC,19877,401,1.99M,40.21K,+2.1%,0.12%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,6478,51,4.94M,38.92K,+0.8%,0.3%
21037T109,CEG,CONSTELLATION ENERGY CORP,8398,155,2.09M,38.5K,+1.9%,0.12%
65339F101,NEE,NEXTERA ENERGY INC,54655,385,4.8M,33.79K,+0.7%,0.29%
76131D103,QSR,RESTAURANT BRANDS INTL INC,8936,422,647.95K,30.6K,+5%,0.04%
92276F100,VTR,VENTAS INC,12266,344,1.09M,30.55K,+2.9%,0.07%
86800U302,SMCI,SUPER MICRO COMPUTER INC,14476,964,424.58K,28.27K,+7.1%,0.03%
22266T109,CPNG,COUPANG INC,34274,1600,595.34K,27.79K,+4.9%,0.04%
25809K105,DASH,DOORDASH INC,9580,138,1.77M,25.47K,+1.5%,0.11%
253868103,DLR,DIGITAL RLTY TR INC,9014,137,1.62M,24.6K,+1.5%,0.1%
25278X109,FANG,DIAMONDBACK ENERGY INC,5156,138,906.32K,24.26K,+2.8%,0.05%
18915M107,NET,CLOUDFLARE INC,8213,92,2.01M,22.57K,+1.1%,0.12%
09260D107,BX,BLACKSTONE INC,19432,170,2.29M,20K,+0.9%,0.14%
775711104,ROL,ROLLINS INC,7852,466,327.74K,19.45K,+6.3%,0.02%
92338C103,VLTO,VERALTO CORP,6491,217,575.62K,19.24K,+3.5%,0.03%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,34900,393,1.57M,17.73K,+1.1%,0.09%
925652109,VICI,VICI PPTYS INC,28436,643,754.98K,17.07K,+2.3%,0.05%
81762P102,NOW,SERVICENOW INC,27361,166,2.72M,16.48K,+0.6%,0.16%
165167735,EXE,EXPAND ENERGY CORPORATION,5957,174,543.22K,15.87K,+3%,0.03%
23804L103,DDOG,DATADOG INC,8178,60,2.13M,15.62K,+0.7%,0.13%
92939U106,WEC,WEC ENERGY GROUP INC,8530,125,996.05K,14.6K,+1.5%,0.06%
03769M106,APO,APOLLO GLOBAL MGMT INC,10969,120,1.3M,14.2K,+1.1%,0.08%
30040W108,ES,EVERSOURCE ENERGY,9838,170,710.99K,12.29K,+1.8%,0.04%
632307104,NTRA,NATERA INC,3461,44,939.49K,11.94K,+1.3%,0.06%
756109104,O,REALTY INCOME CORP,23989,188,1.49M,11.65K,+0.8%,0.09%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,3321,36,999.72K,10.84K,+1.1%,0.06%
05464C101,AXON,AXON ENTERPRISE INC,1981,18,1.11M,10.09K,+0.9%,0.07%
771049103,RBLX,ROBLOX CORP,16249,171,883.62K,9.3K,+1.1%,0.05%
654106103,NKE,NIKE INC,30657,208,1.26M,8.54K,+0.7%,0.08%
09581B103,OWL,BLUE OWL CAPITAL INC,16981,928,148.58K,8.12K,+5.8%,<.01%
125896100,CMS,CMS ENERGY CORP,7928,100,606.49K,7.65K,+1.3%,0.04%
