CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
45784P101,PODD,INSULET CORP,0,-1243,0,-260.83K,CLOSE,0%
03783C100,APPF,APPFOLIO INC - A,60685,-1633,9.73M,-261.85K,-2.6%,0.01%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,82290,-2155,10.13M,-265.17K,-2.6%,0.01%
20030N101,CMCSA,COMCAST CORP CL A,243133,-11132,5.97M,-273.29K,-4.4%,<.01%
464286780,EZA,ISHARES MSCI SOUTH AFRICA ETF,0,-4038,0,-273.78K,CLOSE,0%
896215209,TRS,TRIMAS CORP,430537,-6384,19.39M,-287.47K,-1.5%,0.02%
81369Y605,XLF,XLF FINANCIAL SELECT SECTOR SPDR,0,-5962,0,-294.34K,CLOSE,0%
70438V106,PCTY,PAYLOCITY HOLDING CORP,113922,-3040,11.91M,-317.77K,-2.6%,0.01%
750491102,RDNT,RADNET INC,680979,-5236,42M,-322.9K,-0.8%,0.05%
498894104,KNF,KNIFE RIVER CORP,214962,-3902,17.98M,-326.4K,-1.8%,0.02%
40637HAF6,HALO,HALOZYME THERAPEUTICS IN CVT,0,-5177,0,-334.59K,CLOSE,0%
624756102,MLI,MUELLER INDUSTTRIES INC,101261,-2759,12.45M,-339.16K,-2.7%,0.02%
227046109,CROX,CROCS INC,112980,-2905,13.63M,-350.46K,-2.5%,0.02%
090043100,BILL,BILL.COM HOLDINGS INC,329471,-9788,11.91M,-353.93K,-2.9%,0.01%
485924104,KRMN,KARMAN HOLDINGS INC,271358,-7319,13.55M,-365.36K,-2.6%,0.02%
97650W108,WTFC,WINTRUST FINANCIAL CORP,104719,-2394,16.83M,-384.76K,-2.2%,0.02%
19459J104,COLL,COLLEGIUM PHARMACEUTICAL INC,364999,-10667,13.21M,-386.15K,-2.8%,0.02%
464287234,EEM,ISHARES MSCI EMERGING MARKETS ETF,0,-7073,0,-401.68K,CLOSE,0%
35473P769,FLIN,FRANKLIN FTSE INDIA ETF,0,-12095,0,-401.8K,CLOSE,0%
46429B598,INDA,ISHARES MSCI INDIA ETF,0,-8642,0,-404.79K,CLOSE,0%
97717W422,EPI,WISDOMTREE INDIA EARNINGS,0,-9992,0,-407.67K,CLOSE,0%
46429B614,SMIN,ISHARES MSCI INDIA SMALL-CAP,0,-6893,0,-413.3K,CLOSE,0%
G8473T100,STE,STERIS PLC,0,-1883,0,-416.39K,CLOSE,0%
37940X102,GPN,GLOBAL PAYMENTS INC,206419,-5793,14.98M,-420.34K,-2.7%,0.02%
57686G105,MATX,MATSON INC,85433,-2236,16.42M,-429.83K,-2.6%,0.02%
505336107,LZB,LA-Z-BOY INC,235854,-10806,9.46M,-433.54K,-4.4%,0.01%
651718504,NPKI,NPK INTERNATIONAL INC,1150634,-27359,18.31M,-435.28K,-2.3%,0.02%
17275R102,CSCO,CISCO SYSTEMS INC,986,-3735,115.82K,-438.71K,-79.1%,<.01%
896239100,TRMB,TRIMBLE INC,334344,-8784,17.11M,-449.57K,-2.6%,0.02%
319383204,BUSE,FIRST BUSEY CORP,440284,-15435,12.99M,-455.33K,-3.4%,0.02%
69553P100,PD,PAGERDUTY INC,326,-47586,3.15K,-459.22K,-99.3%,<.01%
518415104,LSCC,LATTICE SEMICONDUCTOR CORP,5552,-3035,849.23K,-464.23K,-35.3%,<.01%
20602D101,CNXC,CONCENTRIX CORP,138,-20986,3.09K,-470.21K,-99.3%,<.01%
53947R105,LOAR,LOAR HOLDINGS INC,216773,-5835,17.47M,-470.36K,-2.6%,0.02%
25787G100,DFIN,DONNELLEY FINANCIAL SOLUTION,303168,-11362,12.72M,-476.64K,-3.6%,0.02%
70805E109,PNTG,PENNANT GROUP INC/THE,365181,-13124,13.49M,-484.93K,-3.5%,0.02%
52736R102,LEVI,LEVI STRAUSS & CO- CLASS A,734279,-20469,18.23M,-508.25K,-2.7%,0.02%
737446104,POST,POST HOLDINGS INC,252913,-5775,22.32M,-509.7K,-2.2%,0.03%
52661A108,DRS,LEONARDO DRS INC,448954,-12072,19.16M,-515.11K,-2.6%,0.02%
78467J100,SSNC,SS&C TECHNOLOGIES HOLDINGS,257972,-8376,16.01M,-519.73K,-3.1%,0.02%
342909108,FLOC,FLOWCO HOLDINGS INC,921101,-24726,19.66M,-527.65K,-2.6%,0.02%
759916109,RGEN,REPLIGEN CORP,148676,-3909,20.29M,-533.34K,-2.6%,0.03%
48282T104,KAI,KADANT INC,83910,-1713,26.37M,-538.27K,-2%,0.03%
31847R102,FAF,FIRST AMERICAN FINL CORP,245597,-8005,16.85M,-549.06K,-3.2%,0.02%
320209109,FFBC,FIRST FINANCIAL BANCORP,458436,-16388,15.51M,-554.41K,-3.5%,0.02%
338307101,FIVN,FIVE9 INC,0,-37195,0,-564.25K,CLOSE,0%
48020Q107,JLL,JONES LANG LASALLE INC,339,-1846,105.07K,-572.17K,-84.5%,<.01%
89531P105,TREX,TREX COMPANY INC,281266,-11565,14.07M,-578.71K,-3.9%,0.02%
759509102,RS,RELIANCE STEEL & ALUMINUM CO,43609,-1563,16.29M,-583.94K,-3.5%,0.02%
71377A103,PFGC,PERFORMANCE FOOD GROUP CO,196228,-5282,21.94M,-590.47K,-2.6%,0.03%
879433829,TDS,TELEPHONE & DATA SYSTEM,507441,-16645,18.78M,-616.03K,-3.2%,0.02%
96208T104,WEX,WEX INC,170685,-4453,24.08M,-628.27K,-2.5%,0.03%
22052L104,CTVA,CORTEVA INC,87921,-7559,7.45M,-640.17K,-7.9%,<.01%
L44385109,GLOB,GLOBANT SA,5063,-22388,146.52K,-647.91K,-81.6%,<.01%
913915104,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,579788,-15605,24.8M,-667.43K,-2.6%,0.03%
M7516K103,NVMI,NOVA LTD,65514,-1232,35.57M,-668.9K,-1.8%,0.04%
82452J109,FOUR,SHIFT4 PAYMENTS INC-CLASS A,0,-15406,0,-673.69K,CLOSE,0%
92242T101,VVX,V2X Inc,252856,-9036,18.85M,-673.72K,-3.5%,0.02%
861896108,SNEX,STONEX GROUP INC,212055,-5699,25.13M,-675.33K,-2.6%,0.03%
224408104,CR,CRANE CO,116361,-3116,25.96M,-695.09K,-2.6%,0.03%
74276R102,PRVA,PRIVIA HEALTH GROUP INC,1014786,-27314,26.11M,-702.79K,-2.6%,0.03%
90353T100,UBER,UBER TECHNOLOGIES INC,132,-10548,9.53K,-761.13K,-98.8%,<.01%
05465C100,AX,AXOS FINANCIAL INC,290688,-7826,28.31M,-762.17K,-2.6%,0.04%
398433102,GFF,GRIFFON CORPORATION,260398,-7880,25.4M,-768.54K,-2.9%,0.03%
10950A106,BTSG,BRIGHTSPRING HEALTH SERVICES,420607,-11321,29.33M,-789.53K,-2.6%,0.04%
T9224W109,STVN,STEVANATO GROUP SPA,0,-57904,0,-796.18K,CLOSE,0%
518613203,LAUR,LAUREATE EDUCATION INC CL A,817870,-22015,29.71M,-799.58K,-2.6%,0.04%
023939101,AMTM,AMENTUM HOLDINGS INC,1042522,-38814,21.55M,-802.29K,-3.6%,0.03%
433313103,HNGE,HINGE HEALTH INC,361954,-9742,30.04M,-808.59K,-2.6%,0.04%
125141101,CECO,CECO ENVIRONMENTAL CORP,219963,-9051,19.96M,-821.29K,-4%,0.03%
552690109,MDU,MDU RESOURCES GROUP INC,610700,-40921,12.95M,-867.93K,-6.3%,0.02%
98585X104,YETI,YETI HOLDINGS INC,1298563,-17532,64.36M,-868.89K,-1.3%,0.08%
09073M104,TECH,BIO-TECHNE CORPORAT,223735,-12407,15.81M,-876.55K,-5.3%,0.02%
095306106,BLBD,BLUE BIRD CORP,290421,-11131,22.93M,-878.9K,-3.7%,0.03%
00187Y100,APG,API GROUP CORP,623233,-20816,26.39M,-881.56K,-3.2%,0.03%
05605H100,BWXT,BWX TECHNOLOGIES INC,184533,-4711,35.92M,-917K,-2.5%,0.05%
100557107,SAM,BOSTON BEER COMPANY CL A,58288,-5193,10.32M,-919.32K,-8.2%,0.01%
26969P108,EXP,EAGLE MATERIALS INC,343,-4132,77.19K,-929.86K,-92.3%,<.01%
368736104,GNRC,GENERAC HOLDINGS INC,131817,-3213,38.6M,-940.8K,-2.4%,0.05%
803054204,SAP,SAP SE,19528,-6344,3.01M,-977.67K,-24.5%,<.01%
G6564A105,NOMD,NOMAD FOODS LTD,536,-90297,5.87K,-988.72K,-99.4%,<.01%
632307104,NTRA,NATERA INC,138375,-3644,37.56M,-989.16K,-2.6%,0.05%
733174700,BPOP,POPULAR INC,189648,-6154,31.14M,-1.01M,-3.1%,0.04%
92840M102,VST,VISTRA ENERGY CORP,1217,-6428,193.11K,-1.02M,-84.1%,<.01%
783513203,RYAAY,RYANAIR HLDGS ADR,0,-17890,0,-1.03M,CLOSE,0%
G7997R103,STX,SEAGATE TECHNOLOGY HOLDINGS,1518,-1074,1.46M,-1.04M,-41.4%,<.01%
13057Q305,CRC,CALIFORNIA RESOURCES CORP,285889,-19733,15.11M,-1.04M,-6.5%,0.02%
29357K103,ENVA,ENOVA INTERNATIONAL INC,167858,-4518,40.41M,-1.09M,-2.6%,0.05%
37960A529,SHLD,GLOBAL X DEFENSE TECH ETF,42502,-18630,2.54M,-1.11M,-30.5%,<.01%
743606105,PB,PROSPERITY BANCSHARES INC,525859,-15274,38.4M,-1.12M,-2.8%,0.05%
04016X101,ARGX,ARGENX SE - ADR,0,-1574,0,-1.15M,CLOSE,0%
184496107,CLH,CLEAN HARBORS INC,70872,-3911,21.17M,-1.17M,-5.2%,0.03%
G51502105,JCI,JOHNSON CONTROLS INTERNATIONAL,18092,-8110,2.64M,-1.18M,-31%,<.01%
911684108,AD,ARRAY DIGITAL INFRASTRUCTURE I,707437,-33044,25.65M,-1.2M,-4.5%,0.03%
445658107,JBHT,HUNT J B TRANSPORT SVCS INC,66774,-4169,19.33M,-1.21M,-5.9%,0.02%
60741F104,MBLY,MOBILEYE GLOBAL INC-A,1336066,-126277,12.93M,-1.22M,-8.6%,0.02%
55024UAD1,LITE,LUMENTUM HOLDINGS INC 1,0,-1813,0,-1.27M,CLOSE,0%
436893200,HOMB,HOME BANCSHARES INC,1276549,-45297,36.45M,-1.29M,-3.4%,0.05%
46137V779,PKB,INVESCO DYNAMIC BLDG & CONST ETF,0,-13278,0,-1.3M,CLOSE,0%
50012A108,KGS,KODIAK GAS SERVICES INC,425988,-17316,32M,-1.3M,-3.9%,0.04%
21874C102,CNM,CORE & MAIN INC-CLASS A,197,-26969,9.51K,-1.3M,-99.3%,<.01%
032095101,APH,AMPHENOL CORP CL A,74063,-7423,13.06M,-1.31M,-9.1%,0.02%
833445109,SNOW,SNOWFLAKE INC-CLASS A,2130,-5159,542.09K,-1.31M,-70.8%,<.01%
98139A105,WK,WORKIVA INC,487357,-27579,23.64M,-1.34M,-5.4%,0.03%
84472E102,SSB,SOUTHSTATE BANK CORP,402723,-13510,40.23M,-1.35M,-3.2%,0.05%
G6700G107,NVT,NVENT ELECTRIC PLC,130127,-8002,22.07M,-1.36M,-5.8%,0.03%
037833100,AAPL,APPLE INC,88031,-4703,25.47M,-1.36M,-5.1%,0.03%
464287242,LQD,ISHARES IBOXX INVESTMENT GRA,30148,-12728,3.29M,-1.39M,-29.7%,<.01%
40415F101,HDB,HDFC BANK LTD ADR,12186,-54816,314.76K,-1.42M,-81.8%,<.01%
464287655,IWM,ISHARES RUSSELL 2000 INDEX FUND,15035,-4720,4.52M,-1.42M,-23.9%,<.01%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,492769,-35212,20.02M,-1.43M,-6.7%,0.03%
617446448,MS,MORGAN STANLEY,49868,-6855,10.42M,-1.43M,-12.1%,0.01%
92206C664,VTWO,VANGUARD RUSSELL 2000 ETF,0,-14450,0,-1.45M,CLOSE,0%
536797103,LAD,LITHIA MOTORS INC - CL A,1206,-5058,350.35K,-1.47M,-80.7%,<.01%
G4705A100,ICLR,ICON PLC,143,-8522,24.8K,-1.48M,-98.3%,<.01%
860630102,SF,STIFEL FINANCIAL CORP,651894,-21703,45.48M,-1.51M,-3.2%,0.06%
19046P209,CCB,COASTAL FINANCIAL CORP,284468,-20320,22.05M,-1.58M,-6.7%,0.03%
02043QAB3,ALNY,ALNYLAM PHARMACEUTICALS CVT,0,-4860,0,-1.61M,CLOSE,0%
70439P108,PAY,PAYMENTUS HOLDINGS INC-A,937527,-66794,22.65M,-1.61M,-6.7%,0.03%
68389X204,ORCLPR,ORACLE CORP CVTPFD 6.5,65174,-11433,9.55M,-1.68M,-14.9%,0.01%
969457100,WMB,WILLIAMS COS INC,37815,-22874,2.81M,-1.7M,-37.7%,<.01%
87650L103,TARS,TARSUS PHARMACEUTICALS INC,380684,-27152,23.96M,-1.71M,-6.7%,0.03%
34354P105,FLS,FLOWSERVE CORP,328259,-23451,24.34M,-1.74M,-6.7%,0.03%
46266C105,IQV,IQVIA HOLDINGS INC,54,-8991,10.5K,-1.75M,-99.4%,<.01%
00790R104,WMS,ADVANCED DRAINAGE SYSTEMS IN,169143,-11527,26.55M,-1.81M,-6.4%,0.03%
81762P102,NOW,SERVICENOW INC,0,-17530,0,-1.83M,CLOSE,0%
742718109,PG,PROCTER & GAMBLE CO/THE,28380,-12549,4.16M,-1.84M,-30.7%,<.01%
494368103,KMB,KIMBERLY CLARK,38994,-16976,4.28M,-1.86M,-30.3%,<.01%
G50871105,JAZZ,JAZZ PHARMACEUTICALS PLC,198162,-7743,47.75M,-1.87M,-3.8%,0.06%
902252105,TYL,TYLER TECHNOLOGIES INC,183408,-6449,53.64M,-1.89M,-3.4%,0.07%
45073V108,ITT,ITT INC,337957,-9557,66.83M,-1.89M,-2.8%,0.08%
126402106,CSW,CSW INDUSTRIALS INC,96402,-6841,26.83M,-1.9M,-6.6%,0.03%
894164102,TNL,TRAVEL PLUS LEISURE CO,1709,-25773,130.65K,-1.97M,-93.8%,<.01%
457187102,INGR,INGREDION INCORPORATED,0,-17796,0,-2M,CLOSE,0%
695156109,PKG,PACKAGING CORP OF AMERICA,81485,-8463,19.42M,-2.02M,-9.4%,0.02%
G8060N102,ST,SENSATA TECHNOLOGIES HOLDING,303193,-42509,14.47M,-2.03M,-12.3%,0.02%
531229AQ5,FWONK,LIBERTY MEDIA CORP CVT,0,-24221,0,-2.06M,CLOSE,0%
13100M509,CALX,CALIX INC,784798,-55399,29.29M,-2.07M,-6.6%,0.04%
58933Y105,MRK,MERCK & CO. INC.,58514,-16157,7.52M,-2.08M,-21.6%,<.01%
42226A107,HQY,HEALTHEQUITY INC,908554,-23352,82.06M,-2.11M,-2.5%,0.1%
008492100,ADC,AGREE REALTY CORP,280431,-27914,21.24M,-2.11M,-9.1%,0.03%
462222AF7,IONS,IONIS PHARMACEUTICALS IN CVT,0,-28625,0,-2.15M,CLOSE,0%
902681105,UGI,UGI CORP,884110,-62446,30.54M,-2.16M,-6.6%,0.04%
38526M106,LOPE,GRAND CANYON EDUCATION INC,213304,-15226,30.53M,-2.18M,-6.7%,0.04%
099406100,BOOT,BOOT BARN HOLDINGS INC,370419,-13437,60.85M,-2.21M,-3.5%,0.08%
46434G822,EWJ,ISHARES MSCI JAPAN ETF,0,-26254,0,-2.22M,CLOSE,0%
98420N105,XENE,XENON PHARMACEUTICALS INC,527273,-37624,31.83M,-2.27M,-6.7%,0.04%
53803X105,LOB,LIVE OAK BANCSHARES INC,671994,-56135,27.44M,-2.29M,-7.7%,0.03%
30257X104,FBK,FB FINANCIAL CORP,871137,-41467,48.22M,-2.3M,-4.5%,0.06%
580589109,MGRC,MCGRATH RENTCORP,377251,-19312,45.66M,-2.34M,-4.9%,0.06%
37950E101,NORW,GLOBAL X MSCI NORWAY ETF,0,-61190,0,-2.34M,CLOSE,0%
80706P103,SRRK,SCHOLAR ROCK HOLDING CORP,596055,-42574,32.78M,-2.34M,-6.7%,0.04%
450056106,IRTC,IRHYTHM TECHNOLOGIES INC,347959,-19935,41.39M,-2.37M,-5.4%,0.05%
82728C102,SVCO,SILVACO GROUP INC,126488,-180095,1.74M,-2.48M,-58.7%,<.01%
76954AAD5,RIVN,RIVIAN AUTO INC CVT,0,-165963,0,-2.5M,CLOSE,0%
68170A108,OMDA,OMADA HEALTH INC,1598787,-113989,35.09M,-2.5M,-6.7%,0.04%
928254101,VIRT,VIRTU FINANCIAL INC-CLASS A,0,-57289,0,-2.52M,CLOSE,0%
M6191J100,FROG,JFROG LTD,388120,-27779,35.27M,-2.52M,-6.7%,0.04%
45104G104,IBN,ICICI BANK LTD -SP ADR,20901,-87560,606.76K,-2.54M,-80.7%,<.01%
97785W106,WOLF,WOLFSPEED INC,0,-156639,0,-2.56M,CLOSE,0%
724078209,PIPR,PIPER SANDLER COS,500598,-35754,36.21M,-2.59M,-6.7%,0.05%
40145W101,GRDN,GUARDIAN PHRMCY SERVICES-A,869836,-61853,36.42M,-2.59M,-6.6%,0.05%
60471A101,MIR,MIRION TECHNOLOGIES INC,2525188,-145040,45.28M,-2.6M,-5.4%,0.06%
958102AT2,WDC,WESTERN DIGITAL CORP CVT,10704,-4106,6.84M,-2.62M,-27.7%,<.01%
27923Q109,ECVT,ECOVYST INC,1013758,-211373,12.62M,-2.63M,-17.3%,0.02%
882681109,TXRH,TEXAS ROADHOUSE INC CLASS A,280922,-13715,54.28M,-2.65M,-4.7%,0.07%
55354G100,MSCI,MSCI INC,57579,-4777,32.25M,-2.68M,-7.7%,0.04%
615394202,MOGA,MOOG INC CL A,204728,-6335,86.77M,-2.69M,-3%,0.11%
703343103,PATK,PATRICK INDUSTRIES INC,420255,-29969,37.73M,-2.69M,-6.7%,0.05%
607828100,MOD,MODINE MANUFACTURING CO,140604,-10091,37.54M,-2.69M,-6.7%,0.05%
977852AP7,WOLF,WOLFSPEED INC CVT,0,-169388,0,-2.76M,CLOSE,0%
03820C105,AIT,APPLIED INDUSTRIAL TECH INC,113058,-8188,38.23M,-2.77M,-6.8%,0.05%
G98239109,XP,XP INC - CLASS A,39905,-173177,648.86K,-2.82M,-81.3%,<.01%
127203107,WHD,CACTUS INC-CLASS A,787533,-56160,40.35M,-2.88M,-6.7%,0.05%
559663109,MGY,MAGNOLIA OIL & GAS CORP - A,2065051,-114593,52.82M,-2.93M,-5.3%,0.07%
69343T107,PJT,PJT PARTNERS INC - A,275858,-19726,41.64M,-2.98M,-6.7%,0.05%
595112103,MU,MICRON TECHNOLOGY,4779,-2734,5.52M,-3.16M,-36.4%,<.01%
03770N101,APGE,APOGEE THERAPEUTICS INC,338664,-24117,44.95M,-3.2M,-6.6%,0.06%
33748L101,FWRG,FIRST WATCH RESTAURANT GROUP,0,-311740,0,-3.27M,CLOSE,0%
501812AD3,,LCI INDUSTRIES CVT,0,-27181,0,-3.34M,CLOSE,0%
147448104,CWST,CASELLA WASTE SYSTEMS INC CL A,573873,-34781,55.65M,-3.37M,-5.7%,0.07%
03769M304,APOPA,APOLLO GLOBAL MANAGEMENT CVTPFD 6.75,0,-30475,0,-3.4M,CLOSE,0%
76243J105,RYTM,RHYTHM PHARMACEUTICALS INC,434102,-31000,48.2M,-3.44M,-6.7%,0.06%
366505105,GTX,GARRETT MOTION INC,1367333,-95329,49.54M,-3.45M,-6.5%,0.06%
40131MAD1,GH,GUARDANT HEALTH INC CVT,0,-38572,0,-3.56M,CLOSE,0%
122017AD8,BURL,BURLINGTON STORES INC CVT,52260,-11252,16.56M,-3.56M,-17.7%,0.02%
P73684113,OSW,ONESPAWORLD HOLDINGS LTD,1805951,-128888,51M,-3.64M,-6.7%,0.06%
04351PAD3,ASND,ASCENDIS PHARMA A/S,0,-16027,0,-3.67M,CLOSE,0%
604749101,MIRM,MIRUM PHARMACEUTICALS INC,443636,-31688,51.94M,-3.71M,-6.7%,0.07%
01749D105,ALGM,ALLEGRO MICROSYSTEMS INC,1619931,-54177,112.78M,-3.77M,-3.2%,0.14%
675232102,OII,OCEANEERING INTL INC,1606095,-94194,65.08M,-3.82M,-5.5%,0.08%
90385V107,UCTT,ULTRA CLEAN HOLDINGS,203538,-27520,29.02M,-3.92M,-11.9%,0.04%
G87110105,FTI,TECHNIPFMC PLC,456627,-61745,30.27M,-4.09M,-11.9%,0.04%
05464T104,AXSM,AXSOME THERAPEUTICS INC,239490,-17135,58.62M,-4.19M,-6.7%,0.07%
21044C107,ROAD,CONSTRUCTION PARTNERS INC-A,505741,-36101,60.07M,-4.29M,-6.7%,0.08%
957638109,WAL,WESTERN ALLIANCE BANCORP,296190,-52386,24.35M,-4.31M,-15%,0.03%
44332NAB2,HTHT,H WORLD GROUP LTD,0,-86049,0,-4.33M,CLOSE,0%
922475108,VEEV,VEEVA SYSTEMS INC-CLASS A,229824,-25572,40.79M,-4.54M,-10%,0.05%
92846Q107,COCO,VITA COCO CO INC/THE,1001278,-71371,66.22M,-4.72M,-6.7%,0.08%
