CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,550000,550000,67.68M,67.68M,NEW,4%
03027X100,AMT,AMERICAN TOWER CORP,282464,282464,46.2M,46.2M,NEW,2.7%
278768106,SATS,ECHOSTAR CORP,395000,395000,40.09M,40.09M,NEW,2.4%
747525103,QCOM,QUALCOMM INC,211200,211200,39.03M,39.03M,NEW,2.3%
60937P106,MDB,MONGODB INC,113960,113960,38.28M,38.28M,NEW,2.2%
N07059210,ASML,ASML HLDG NV,16100,16100,32.03M,32.03M,NEW,1.9%
92343V104,VZ,VERIZON COMMUNICATIONS INC,1499260,688260,63.48M,29.14M,+84.9%,3.7%
049468101,TEAM,ATLASSIAN CORPORATION,525953,342053,40.91M,26.61M,+186%,2.4%
24703L202,DELL,DELL TECHNOLOGIES INC,60400,60400,26.06M,26.06M,NEW,1.5%
531229755,FWONK,LIBERTY MEDIA CORP DEL,400000,260000,38.06M,24.74M,+185.7%,2.2%
77543R102,ROKU,ROKU INC,297000,177000,41.03M,24.45M,+147.5%,2.4%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,954517,572917,38.77M,23.27M,+150.1%,2.3%
M7S64H106,MNDY,MONDAY COM LTD,426137,307437,30.85M,22.26M,+259%,1.8%
770700102,HOOD,ROBINHOOD MKTS INC,200000,200000,20.06M,20.06M,NEW,1.2%
82509L107,SHOP,SHOPIFY INC,162500,162500,18.55M,18.55M,NEW,1.1%
09857L108,BKNG,BOOKING HOLDINGS INC,110000,104000,19.61M,18.54M,+1733.3%,1.2%
461202103,INTU,INTUIT,144600,70500,37.74M,18.4M,+95.1%,2.2%
816850101,SMTC,SEMTECH CORP,110000,110000,17.8M,17.8M,NEW,1%
771049103,RBLX,ROBLOX CORP,450000,325000,24.47M,17.67M,+260%,1.4%
934423104,WBD,WARNER BROS DISCOVERY INC,1740482,654482,46.4M,17.45M,+60.3%,2.7%
98980L101,ZM,ZOOM COMMUNICATIONS INC,200000,200000,17.26M,17.26M,NEW,1%
22266T109,CPNG,COUPANG INC,932100,932100,16.19M,16.19M,NEW,0.95%
03831W108,APP,APPLOVIN CORP,30000,30000,15.46M,15.46M,NEW,0.91%
91332U101,U,UNITY SOFTWARE INC,500000,500000,14.29M,14.29M,NEW,0.84%
872590104,TMUS,T-MOBILE US INC,385000,85000,64.58M,14.26M,+28.3%,3.8%
594918104,MSFT,MICROSOFT CORP,117300,37300,43.76M,13.91M,+46.6%,2.6%
934550203,WMG,WARNER MUSIC GROUP CORP,1325000,481164,35.87M,13.03M,+57%,2.1%
056752108,BIDU,BAIDU INC,113957,113957,13.02M,13.02M,NEW,0.76%
05464C101,AXON,AXON ENTERPRISE INC,23214,23214,13.01M,13.01M,NEW,0.76%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,170634,70634,31.24M,12.93M,+70.6%,1.8%
681919106,OMC,OMNICOM GROUP INC,524794,171394,38.22M,12.48M,+48.5%,2.2%
98138H101,WDAY,WORKDAY INC,209450,91150,25.64M,11.16M,+77%,1.5%
007903107,AMD,ADVANCED MICRO DEVICES INC,125000,15000,72.61M,8.71M,+13.6%,4.3%
031652100,AMKR,AMKOR TECHNOLOGY INC,100000,100000,8.62M,8.62M,NEW,0.51%
530909308,LLYVK,LIBERTY LIVE HOLDINGS INC,231500,81500,24.46M,8.61M,+54.3%,1.4%
16119P108,CHTR,CHARTER COMMUNICATIONS INC,59000,59000,8.39M,8.39M,NEW,0.49%
90353T100,UBER,UBER TECHNOLOGIES INC,700000,100000,50.51M,7.22M,+16.7%,3%
36165L108,GDS,GDS HLDGS LTD,600000,200000,18.02M,6.01M,+50%,1.1%
16679L109,CHWY,CHEWY INC,300000,300000,5.89M,5.89M,NEW,0.35%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,6000000,1425000,22.62M,5.37M,+31.1%,1.3%
861012102,STM,STMICROELECTRONICS N V,60000,60000,4.49M,4.49M,NEW,0.26%
67059N108,NTNX,NUTANIX INC,865400,75000,44.1M,3.82M,+9.5%,2.6%
023135106,AMZN,AMAZON COM INC,165200,15200,39.37M,3.62M,+10.1%,2.3%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,600000,100000,19.97M,3.33M,+20%,1.2%
30212P303,EXPE,EXPEDIA GROUP INC,80000,5000,20.47M,1.28M,+6.7%,1.2%
