CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
311900104,FAST,FASTENAL CO,11908,11908,571.94K,571.94K,NEW,0.08%
609207105,MDLZ,MONDELEZ INTL INC,9842,9842,569.26K,569.26K,NEW,0.08%
958102105,WDC,WESTERN DIGITAL CORP,883,883,563.99K,563.99K,NEW,0.08%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,4731,4731,551.97K,551.97K,NEW,0.08%
35671D857,FCX,FREEPORT MCMORAN INC,8721,8721,548.46K,548.46K,NEW,0.07%
929160109,VMC,VULCAN MATLS CO,1786,1786,526.89K,526.89K,NEW,0.07%
855244109,SBUX,STARBUCKS CORP,5082,5082,519.33K,519.33K,NEW,0.07%
92276F100,VTR,VENTAS INC,5775,5775,512.82K,512.82K,NEW,0.07%
125523100,CI,THE CIGNA GROUP,1860,1860,512.76K,512.76K,NEW,0.07%
443510607,HUBB,HUBBELL INC,976,976,510.64K,510.64K,NEW,0.07%
28176E108,EW,EDWARDS LIFESCIENCES CORP,5533,5533,500.52K,500.52K,NEW,0.07%
61174X109,MNST,MONSTER BEVERAGE CORP NEW,5049,5049,485.31K,485.31K,NEW,0.07%
90353T100,UBER,UBER TECHNOLOGIES INC,6705,6705,483.83K,483.83K,NEW,0.07%
911312106,UPS,UNITED PARCEL SVCS INC,4492,4492,482.89K,482.89K,NEW,0.07%
026874784,AIG,AMERICAN INTL GROUP INC,6368,6368,474.61K,474.61K,NEW,0.06%
194162103,CL,COLGATE PALMOLIVE CO,5161,5161,473.16K,473.16K,NEW,0.06%
009158106,APD,AIR PRODUCTS AND CHEMICALS I,1608,1608,471.43K,471.43K,NEW,0.06%
260003108,DOV,DOVER CORP,2049,2049,459.55K,459.55K,NEW,0.06%
172967424,C,CITIGROUP INC,3247,3247,454.45K,454.45K,NEW,0.06%
693475105,PNC,PNC FINL SVCS GROUP INC,1842,1842,453.54K,453.54K,NEW,0.06%
68902V107,OTIS,OTIS WORLDWIDE CORP,6134,6134,439.19K,439.19K,NEW,0.06%
773903109,ROK,ROCKWELL AUTOMATION INC,15828,872,7.84M,431.71K,+5.8%,1.1%
46982L108,J,JACOBS SOLUTIONS INC,3266,3266,411.52K,411.52K,NEW,0.06%
760759100,RSG,REPUBLIC SVCS INC,1916,1916,408.26K,408.26K,NEW,0.06%
833034101,SNA,SNAP ON INC,999,999,402K,402K,NEW,0.05%
89417E109,TRV,TRAVELERS COMPANIES INC,1196,1196,394.82K,394.82K,NEW,0.05%
09062X103,BIIB,BIOGEN INC,1792,1792,387.18K,387.18K,NEW,0.05%
122017106,BURL,BURLINGTON STORES INC,1222,1222,387.13K,387.13K,NEW,0.05%
62944T105,NVR,NVR INC,56,56,381.55K,381.55K,NEW,0.05%
747525103,QCOM,QUALCOMM INC,8515,2047,1.57M,378.27K,+31.6%,0.21%
902973304,USB,US BANCORP,6250,6250,377.5K,377.5K,NEW,0.05%
90384S303,ULTA,ULTA BEAUTY INC,10726,826,4.84M,372.51K,+8.3%,0.66%
020002101,ALL,ALLSTATE CORP,33557,1557,7.98M,370.47K,+4.9%,1.1%
679580100,ODFL,OLD DOMINION FREIGHT LINE IN,1709,1709,370.17K,370.17K,NEW,0.05%
302130109,EXPD,EXPEDITORS INTL WASH INC,2247,2247,366.22K,366.22K,NEW,0.05%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,932,932,360.43K,360.43K,NEW,0.05%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,3929,3929,358.32K,358.32K,NEW,0.05%
45337C102,INCY,INCYTE CORP,3159,3159,358.11K,358.11K,NEW,0.05%
87612E106,TGT,TARGET CORP,2737,2737,357.48K,357.48K,NEW,0.05%
34959J108,FTV,FORTIVE CORP,5758,5758,351.76K,351.76K,NEW,0.05%
98956P102,ZBH,ZIMMER BIOMET HOLDINGS INC,3926,3926,337.99K,337.99K,NEW,0.05%
761152107,RMD,RESMED INC,1717,1717,334.61K,334.61K,NEW,0.05%
84265V105,SCCO,SOUTHERN COPPER CORP,1902,1902,331.44K,331.44K,NEW,0.05%
816851109,SRE,SEMPRA,3563,3563,330.33K,330.33K,NEW,0.04%
744320102,PRU,PRUDENTIAL FINL INC,3024,3024,326.38K,326.38K,NEW,0.04%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,2034,657,1.01M,326.35K,+47.7%,0.14%
571903202,MAR,MARRIOTT INTL INC NEW,878,878,325.38K,325.38K,NEW,0.04%
03073E105,COR,CENCORA INC,1143,1143,323.45K,323.45K,NEW,0.04%
29362U104,ENTG,ENTEGRIS INC,1771,1771,318.53K,318.53K,NEW,0.04%
745867101,PHM,PULTE GROUP INC,2313,2313,317.37K,317.37K,NEW,0.04%
494368103,KMB,KIMBERLY-CLARK CORP,2871,2871,315.15K,315.15K,NEW,0.04%
573284106,MLM,MARTIN MARIETTA MATLS INC,546,546,314.88K,314.88K,NEW,0.04%
89832Q109,TFC,TRUIST FINL CORP,6139,6139,305.85K,305.85K,NEW,0.04%
46120E602,ISRG,INTUITIVE SURGICAL INC,2453,764,975.51K,303.83K,+45.2%,0.13%
384802104,GWW,WW GRAINGER INC,223,223,303.37K,303.37K,NEW,0.04%
92537N108,VRT,VERTIV HOLDINGS CO,890,890,297.99K,297.99K,NEW,0.04%
526057104,LEN,LENNAR CORP,3275,3275,296.36K,296.36K,NEW,0.04%
09260D107,BX,BLACKSTONE INC,2471,2471,290.76K,290.76K,NEW,0.04%
372460105,GPC,GENUINE PARTS CO,2429,2429,286.57K,286.57K,NEW,0.04%
171340102,CHD,CHURCH & DWIGHT CO INC,2947,2947,285.51K,285.51K,NEW,0.04%
422806208,HEIA,HEICO CORP NEW,1099,1099,283.44K,283.44K,NEW,0.04%
427866108,HSY,HERSHEY CO,1575,1575,276.33K,276.33K,NEW,0.04%
43300A203,HLT,HILTON WORLDWIDE HLDGS INC,820,820,270.98K,270.98K,NEW,0.04%
252131107,DXCM,DEXCOM INC,3938,3938,265.23K,265.23K,NEW,0.04%
75886F107,REGN,REGENERON PHARMACEUTICALS,1012,418,631.02K,260.64K,+70.4%,0.09%
857477103,STT,STATE STR CORP,1530,1530,259.49K,259.49K,NEW,0.04%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,685,685,257.1K,257.1K,NEW,0.03%
445658107,JBHT,HUNT J B TRANS SVCS INC,849,849,245.73K,245.73K,NEW,0.03%
209115104,ED,CONSOLIDATED EDISON INC,2205,2205,243.94K,243.94K,NEW,0.03%
574599106,MAS,MASCO CORP,2979,2979,242.4K,242.4K,NEW,0.03%
256677105,DG,DOLLAR GEN CORP,2098,2098,241.5K,241.5K,NEW,0.03%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,1939,1062,434.24K,237.84K,+121.1%,0.06%
40434L105,HPQ,HP INC,10813,10813,237.24K,237.24K,NEW,0.03%
942622200,WSO,WATSCO INC,562,562,234.2K,234.2K,NEW,0.03%
18915M107,NET,CLOUDFLARE INC,936,936,229.58K,229.58K,NEW,0.03%
00724F101,ADBE,ADOBE INC,24357,1119,4.99M,229.42K,+4.8%,0.68%
256746108,DLTR,DOLLAR TREE INC,1873,1873,226.54K,226.54K,NEW,0.03%
25809K105,DASH,DOORDASH INC,1222,1222,225.5K,225.5K,NEW,0.03%
910047109,UAL,UNITED AIRLS HLDGS INC,1649,1649,224.25K,224.25K,NEW,0.03%
95040Q104,WELL,WELLTOWER INC,984,984,223.34K,223.34K,NEW,0.03%
26614N102,DD,DUPONT DE NEMOURS INC,1640,1640,222.45K,222.45K,NEW,0.03%
00846U101,A,AGILENT TECHNOLOGIES INC,3369,1667,447.5K,221.43K,+97.9%,0.06%
695156109,PKG,PACKAGING CORP AMER,923,923,219.93K,219.93K,NEW,0.03%
459506101,IFF,INTERNATIONAL FLAVORS&FRAGRA,2621,2621,207.64K,207.64K,NEW,0.03%
744573106,PEG,PUBLIC SVC ENTERPRISE GROUP,2534,2534,205.66K,205.66K,NEW,0.03%
30040W108,ES,EVERSOURCE ENERGY,2830,2830,204.53K,204.53K,NEW,0.03%
21036P108,STZ,CONSTELLATION BRANDS INC,1412,1412,196.4K,196.4K,NEW,0.03%
682189105,ON,ON SEMICONDUCTOR CORP,2043,2043,193.15K,193.15K,NEW,0.03%
172908105,CTAS,CINTAS CORP,3622,1091,616.03K,185.56K,+43.1%,0.08%
64110D104,NTAP,NETAPP INC,1185,1185,183.39K,183.39K,NEW,0.02%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,1844,609,555.1K,183.33K,+49.3%,0.08%
49271V100,KDP,KEURIG DR PEPPER INC,5568,5568,182.24K,182.24K,NEW,0.02%
46284V101,IRM,IRON MTN INC DEL,1413,1413,178.48K,178.48K,NEW,0.02%
G1151C101,ACN,ACCENTURE PLC IRELAND,26340,1409,3.28M,175.34K,+5.7%,0.45%
518439104,EL,LAUDER ESTEE COS INC,2143,2143,169.19K,169.19K,NEW,0.02%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,797,797,152.06K,152.06K,NEW,0.02%
98138H101,WDAY,WORKDAY INC,30000,1102,3.67M,134.91K,+3.8%,0.5%
023135106,AMZN,AMAZON COM INC,95026,338,22.65M,80.56K,+0.4%,3.1%
58933Y105,MRK,MERCK & CO INC,30426,450,3.91M,57.83K,+1.5%,0.53%
828806109,SPG,SIMON PPTY GROUP INC NEW,2034,217,454.9K,48.53K,+11.9%,0.06%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,15694,783,904.29K,45.12K,+5.3%,0.12%
609839105,MPWR,MONOLITHIC PWR SYS INC,393,30,543.27K,41.47K,+8.3%,0.07%
025816109,AXP,AMERICAN EXPRESS CO,3308,92,1.12M,31.12K,+2.9%,0.15%
70450Y103,PYPL,PAYPAL HLDGS INC,6915,217,298.59K,9.37K,+3.2%,0.04%
064058100,BK,BANK OF NY MELLON CORP,6597,57,953.99K,8.24K,+0.9%,0.13%
291011104,EMR,EMERSON ELEC CO,70000,0,10.02M,0,NO CHANGE,1.4%
452327109,ILMN,ILLUMINA INC,40000,0,7.03M,0,NO CHANGE,0.96%
278865100,ECL,ECOLAB INC,18306,0,5.1M,0,NO CHANGE,0.69%
40415F101,HDB,HDFC BANK LTD,107850,0,2.79M,0,NO CHANGE,0.38%
L44385109,GLOB,GLOBANT S A,69000,0,2M,0,NO CHANGE,0.27%
189054109,CLX,CLOROX CO DEL,20000,0,1.91M,0,NO CHANGE,0.26%
550021109,LULU,LULULEMON ATHLETICA INC,13000,0,1.48M,0,NO CHANGE,0.2%
501044101,KR,KROGER CO,15000,0,832.95K,0,NO CHANGE,0.11%
04271T100,ARRY,ARRAY TECHNOLOGIES INC,108715,0,805.58K,0,NO CHANGE,0.11%
776696106,ROP,ROPER TECHNOLOGIES INC,832,0,281.54K,0,NO CHANGE,0.04%
L0415A103,AUNA,AUNA S A,20401,0,104.66K,0,NO CHANGE,0.01%
217204106,CPRT,COPART INC,8263,-271,232.93K,-7.64K,-3.2%,0.03%
G0403H108,AON,AON PLC,1097,-52,363.86K,-17.25K,-4.5%,0.05%
83304A106,SNAP,SNAP INC,0,-3792,0,-17.44K,CLOSE,0%
443573100,HUBS,HUBSPOT INC,0,-83,0,-20.26K,CLOSE,0%
19260Q107,COIN,COINBASE GLOBAL INC,0,-136,0,-23.75K,CLOSE,0%
89400J107,TRU,TRANSUNION,0,-397,0,-27.47K,CLOSE,0%
88339J105,TTD,THE TRADE DESK INC,0,-1241,0,-28.16K,CLOSE,0%
60937P106,MDB,MONGODB INC,0,-123,0,-30.11K,CLOSE,0%
896239100,TRMB,TRIMBLE INC,86770,-679,4.44M,-34.75K,-0.8%,0.6%
72352L106,PINS,PINTEREST INC,0,-2329,0,-42.71K,CLOSE,0%
052769106,ADSK,AUTODESK INC,2301,-279,447.36K,-54.24K,-10.8%,0.06%
98980L101,ZM,ZOOM COMMUNICATIONS INC,0,-687,0,-55.23K,CLOSE,0%
852234103,XYZ,BLOCK INC,0,-1021,0,-61.44K,CLOSE,0%
892672106,TW,TRADEWEB MKTS INC,0,-543,0,-63.89K,CLOSE,0%
679295105,OKTA,OKTA INC,0,-879,0,-69.19K,CLOSE,0%
833445109,SNOW,SNOWFLAKE INC,0,-480,0,-72.39K,CLOSE,0%
337738108,FISV,FISERV INC,0,-1355,0,-75.61K,CLOSE,0%
59156R108,MET,METLIFE INC,3339,-1015,282.51K,-85.88K,-23.3%,0.04%
902252105,TYL,TYLER TECHNOLOGIES INC,0,-254,0,-86.97K,CLOSE,0%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,0,-454,0,-89.67K,CLOSE,0%
03076C106,AMP,AMERIPRISE FINL INC,0,-218,0,-96.88K,CLOSE,0%
64125C109,NBIX,NEUROCRINE BIOSCIENCES INC,0,-885,0,-116.59K,CLOSE,0%
92343E102,VRSN,VERISIGN INC,0,-609,0,-151.25K,CLOSE,0%
46266C105,IQV,IQVIA HLDGS INC,0,-1009,0,-172.07K,CLOSE,0%
922475108,VEEV,VEEVA SYS INC,0,-1002,0,-176.01K,CLOSE,0%
294429105,EFX,EQUIFAX INC,0,-1087,0,-195.74K,CLOSE,0%
363576109,AJG,GALLAGHER ARTHUR J & CO,0,-951,0,-205.97K,CLOSE,0%
12572Q105,CME,CME GROUP INC,2236,-947,493.78K,-209.13K,-29.8%,0.07%
531229755,FWONK,LIBERTY MEDIA CORP DEL,0,-2517,0,-214K,CLOSE,0%
29476L107,EQR,EQUITY RESIDENTIAL,0,-3861,0,-228.38K,CLOSE,0%
74144T108,TROW,PRICE T ROWE GROUP INC,0,-2587,0,-233.19K,CLOSE,0%
34959E109,FTNT,FORTINET INC,2240,-1527,344.11K,-234.58K,-40.5%,0.05%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,120000,-7726,4.08M,-262.68K,-6%,0.55%
H1467J104,CB,CHUBB LIMITED,2461,-772,838.56K,-263.05K,-23.9%,0.11%
704326107,PAYX,PAYCHEX INC,0,-3010,0,-277.28K,CLOSE,0%
084423102,WRB,BERKLEY W R CORP,0,-4229,0,-280.3K,CLOSE,0%
G25839104,CCEP,COCA-COLA EUROPACIFIC PARTNE,0,-3124,0,-283.25K,CLOSE,0%
384109104,GGG,GRACO INC,0,-3434,0,-290.69K,CLOSE,0%
775711104,ROL,ROLLINS INC,0,-5532,0,-295.46K,CLOSE,0%
92345Y106,VRSK,VERISK ANALYTICS INC,0,-1579,0,-299.62K,CLOSE,0%
48251W104,KKR,KKR & CO INC,0,-3538,0,-327.26K,CLOSE,0%
416515104,HIG,HARTFORD INSURANCE GROUP INC,0,-2592,0,-350.52K,CLOSE,0%
12503M108,CBOE,CBOE GLOBAL MKTS INC,0,-1248,0,-350.78K,CLOSE,0%
09290D101,BLK,BLACKROCK INC,0,-365,0,-351.02K,CLOSE,0%
172062101,CINF,CINCINNATI FINL CORP,0,-2275,0,-357.97K,CLOSE,0%
G96629103,WTW,WILLIS TOWERS WATSON PLC LTD,0,-1240,0,-360.47K,CLOSE,0%
115236101,BRO,BROWN & BROWN INC,0,-5604,0,-365.44K,CLOSE,0%
45866F104,ICE,INTERCONTINENTAL EXCHANGE IN,2008,-3073,247.21K,-378.32K,-60.5%,0.03%
871607107,SNPS,SYNOPSYS INC,11917,-883,5.32M,-393.88K,-6.9%,0.72%
570535104,MKL,MARKEL GROUP INC,0,-215,0,-411.53K,CLOSE,0%
45168D104,IDXX,IDEXX LABS INC,0,-740,0,-415.8K,CLOSE,0%
92338C103,VLTO,VERALTO CORP,0,-4708,0,-416.28K,CLOSE,0%
H2906T109,GRMN,GARMIN LTD,1738,-1778,412.85K,-422.35K,-50.6%,0.06%
955306105,WST,WEST PHARMACEUTICAL SVSC INC,952,-1189,341.77K,-426.85K,-55.5%,0.05%
03769M106,APO,APOLLO GLOBAL MGMT INC,0,-3901,0,-434.65K,CLOSE,0%
237266101,DAR,DARLING INGREDIENTS INC,6000,-9000,327.72K,-491.58K,-60%,0.04%
45167R104,IEX,IDEX CORP,0,-2694,0,-510.65K,CLOSE,0%
743315103,PGR,PROGRESSIVE CORP,1703,-2350,372.02K,-513.36K,-58%,0.05%
68389X105,ORCL,ORACLE CORP,9127,-3552,1.34M,-520.55K,-28%,0.18%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,19943,-1057,10M,-529.94K,-5%,1.4%
571748102,MRSH,MARSH & MCLENNAN COS INC,2207,-3352,367.84K,-558.68K,-60.3%,0.05%
620076307,MSI,MOTOROLA SOLUTIONS INC,1625,-1350,674.85K,-560.64K,-45.4%,0.09%
G0450A105,ACGL,ARCH CAP GROUP LTD,0,-5847,0,-561.25K,CLOSE,0%
059460303,BBD,BANCO BRADESCO S A,165000,-165000,572.55K,-572.55K,-50%,0.08%
315616102,FFIV,F5 INC,0,-2007,0,-580.69K,CLOSE,0%
17275R102,CSCO,CISCO SYS INC,28608,-5074,3.36M,-595.99K,-15.1%,0.46%
009066101,ABNB,AIRBNB INC,0,-4744,0,-599.07K,CLOSE,0%
001055102,AFL,AFLAC INC,6058,-5911,710.3K,-693.07K,-49.4%,0.1%
592688105,MTD,METTLER TOLEDO INTERNATIONAL,0,-578,0,-728.97K,CLOSE,0%
808513105,SCHW,SCHWAB CHARLES CORP,7035,-8054,649.12K,-743.14K,-53.4%,0.09%
631103108,NDAQ,NASDAQ INC,0,-8774,0,-744.82K,CLOSE,0%
22822V101,CCI,CROWN CASTLE INC,25000,-9950,1.89M,-753.51K,-28.5%,0.26%
824348106,SHW,SHERWIN WILLIAMS CO,2069,-2346,712.4K,-807.78K,-53.1%,0.1%
872590104,TMUS,T-MOBILE US INC,10785,-4904,1.81M,-822.55K,-31.3%,0.25%
42250P103,DOC,HEALTHPEAK PROPERTIES INC,0,-60738,0,-997.93K,CLOSE,0%
76954A103,RIVN,RIVIAN AUTOMOTIVE INC,0,-74948,0,-1.13M,CLOSE,0%
075887109,BDX,BECTON DICKINSON & CO,27458,-7542,4.16M,-1.14M,-21.5%,0.56%
902653104,UDR,UDR INC,0,-34457,0,-1.16M,CLOSE,0%
78409V104,SPGI,S&P GLOBAL INC,1083,-3233,417.18K,-1.25M,-74.9%,0.06%
882508104,TXN,TEXAS INSTRS INC,5012,-4179,1.49M,-1.25M,-45.5%,0.2%
G7709Q104,RPRX,ROYALTY PHARMA PLC,7365,-22497,412.96K,-1.26M,-75.3%,0.06%
580135101,MCD,MCDONALDS CORP,23134,-6025,6.25M,-1.63M,-20.7%,0.85%
941848103,WAT,WATERS CORP,0,-5676,0,-1.69M,CLOSE,0%
615369105,MCO,MOODYS CORP,683,-3770,309.35K,-1.71M,-84.7%,0.04%
05464C101,AXON,AXON ENTERPRISE INC,3000,-3302,1.68M,-1.85M,-52.4%,0.23%
03027X100,AMT,AMERICAN TOWER CORP,2267,-11424,370.81K,-1.87M,-83.4%,0.05%
032654105,ADI,ANALOG DEVICES INC,2676,-5161,1.06M,-2.05M,-65.9%,0.14%
79466L302,CRM,SALESFORCE INC,39299,-13830,6.16M,-2.17M,-26%,0.84%
030420103,AWK,AMERICAN WTR WKS CO INC NEW,2346,-16647,308.69K,-2.19M,-87.6%,0.04%
65339F101,NEE,NEXTERA ENERGY INC,59820,-27180,5.25M,-2.39M,-31.2%,0.71%
053484101,AVB,AVALONBAY CMNTYS INC,0,-14944,0,-2.44M,CLOSE,0%
594918104,MSFT,MICROSOFT CORP,98590,-6629,36.78M,-2.47M,-6.3%,5%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,6275,-8881,1.76M,-2.5M,-58.6%,0.24%
336433107,FSLR,FIRST SOLAR INC,4853,-11052,1.15M,-2.61M,-69.5%,0.16%
281020107,EIX,EDISON INTL,4832,-36145,359.74K,-2.69M,-88.2%,0.05%
98419M100,XYL,XYLEM INC,0,-26032,0,-3.11M,CLOSE,0%
02079K107,GOOG,ALPHABET INC,23833,-9136,8.42M,-3.23M,-27.7%,1.1%
92826C839,V,VISA INC,16101,-9518,5.52M,-3.27M,-37.2%,0.75%
235851102,DHR,DANAHER CORP DEL,44677,-17462,8.51M,-3.33M,-28.1%,1.2%
81762P102,NOW,SERVICENOW INC,4948,-34264,491.24K,-3.4M,-87.4%,0.07%
57636Q104,MA,MASTERCARD INCORPORATED,4571,-7589,2.35M,-3.9M,-62.4%,0.32%
36828A101,GEV,GE VERNOVA INC,3000,-4000,3.52M,-4.7M,-57.1%,0.48%
253868103,DLR,DIGITAL RLTY TR INC,2120,-29606,380.71K,-5.32M,-93.3%,0.05%
532457108,LLY,ELI LILLY & CO,15834,-4704,18.99M,-5.64M,-22.9%,2.6%
67066G104,NVDA,NVIDIA CORPORATION,290313,-28884,58.09M,-5.78M,-9%,7.9%
74340W103,PLD,PROLOGIS INC.,62648,-46946,8.49M,-6.36M,-42.8%,1.2%
