CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
007903107,AMD,Advanced Micro Devices Inc,1902942,855599,1.11B,497.03M,+81.7%,2.2%
482480100,KLAC,KLA Corp,1082108,964990,326.48M,291.15M,+823.9%,0.65%
023135106,AMZN,Amazon.com Inc,10467002,806203,2.49B,192.15M,+8.3%,5%
674599105,OXY,Occidental Petroleum Corp,3587419,3549539,174.24M,172.4M,+9370.5%,0.35%
02079K305,GOOGL,Alphabet Inc,5166046,416116,1.85B,148.71M,+8.8%,3.7%
931142103,WMT,Walmart Inc,4197779,1204050,475.44M,136.37M,+40.2%,0.95%
806857108,SLB,SLB Ltd,2825743,2732433,131.37M,127.03M,+2928.3%,0.26%
69608A108,PLTR,Palantir Technologies Inc,2540153,1075818,296.36M,125.52M,+73.5%,0.59%
084670702,BRK.B,Berkshire Hathaway Inc,1060936,248698,530.88M,124.45M,+30.6%,1.1%
02079K107,GOOG,Alphabet Inc,3339577,345784,1.18B,122.18M,+11.6%,2.4%
064058100,BK,Bank of New York Mellon Corp/The,1642402,832933,237.51M,120.45M,+102.9%,0.47%
172967424,C,Citigroup Inc,1815137,819286,254.05M,114.67M,+82.3%,0.51%
91324P102,UNH,UnitedHealth Group Inc,802510,245009,333.55M,101.83M,+43.9%,0.67%
88160R101,TSLA,Tesla Inc,2157941,228771,907.63M,96.22M,+11.9%,1.8%
G87110105,FTI,TechnipFMC PLC,2470922,1312401,163.82M,87.01M,+113.3%,0.33%
571903202,MAR,Marriott International Inc/MD,326743,205886,121.09M,76.3M,+170.4%,0.24%
09857L108,BKNG,Booking Holdings Inc,413181,383580,73.65M,68.37M,+1295.8%,0.15%
55024U109,LITE,Lumentum Holdings Inc,102201,72201,87.69M,61.95M,+240.7%,0.17%
15189T107,CNP,CenterPoint Energy Inc,1296998,1271200,57.12M,55.98M,+4927.5%,0.11%
882508104,TXN,Texas Instruments Inc,909035,184690,270.96M,55.05M,+25.5%,0.54%
49338L103,KEYS,Keysight Technologies Inc,235473,153280,82.43M,53.66M,+186.5%,0.16%
775711104,ROL,Rollins Inc,1480394,1277829,61.79M,53.34M,+630.8%,0.12%
16119P108,CHTR,Charter Communications Inc,397693,351226,56.56M,49.95M,+755.9%,0.11%
907818108,UNP,Union Pacific Corp,475278,182188,129.28M,49.56M,+62.2%,0.26%
58933Y105,MRK,Merck & Co Inc,2152022,372843,276.53M,47.91M,+21%,0.55%
46120E602,ISRG,Intuitive Surgical Inc,413411,118349,164.41M,47.07M,+40.1%,0.33%
61174X109,MNST,Monster Beverage Corp,966924,399946,92.94M,38.44M,+70.5%,0.19%
149123101,CAT,Caterpillar Inc,244864,35764,260.76M,38.09M,+17.1%,0.52%
30303M102,META,Meta Platforms Inc,1665476,61480,938.15M,34.63M,+3.8%,1.9%
053332102,AZO,AutoZone Inc,17358,9805,55.48M,31.34M,+129.8%,0.11%
060505104,BAC,Bank of America Corp,4469195,541813,254.65M,30.87M,+13.8%,0.51%
665859104,NTRS,Northern Trust Corp,299515,168285,52.07M,29.25M,+128.2%,0.1%
46625H100,JPM,JPMorgan Chase & Co,2381449,87317,779.52M,28.58M,+3.8%,1.6%
020002101,ALL,Allstate Corp/The,442190,110709,105.21M,26.34M,+33.4%,0.21%
053015103,ADP,Automatic Data Processing Inc,364626,114846,81.66M,25.72M,+46%,0.16%
052769106,ADSK,Autodesk Inc,495240,130877,96.28M,25.45M,+35.9%,0.19%
57636Q104,MA,Mastercard Inc,498109,46525,255.83M,23.9M,+10.3%,0.51%
278642103,EBAY,eBay Inc,552145,209204,61.7M,23.38M,+61%,0.12%
458140100,INTC,Intel Corp,2746307,164931,383.47M,23.03M,+6.4%,0.76%
650111107,NYT,New York Times Co/The,400996,327394,28.06M,22.91M,+444.8%,0.06%
19247G107,COHR,Coherent Corp,117284,57884,46.27M,22.83M,+97.4%,0.09%
713448108,PEP,PepsiCo Inc,1175464,165071,159.16M,22.35M,+16.3%,0.32%
219350105,GLW,Corning Inc,499695,85091,127.64M,21.73M,+20.5%,0.25%
009158106,APD,Air Products and Chemicals Inc,204306,72515,59.9M,21.26M,+55%,0.12%
209115104,ED,Consolidated Edison Inc,789173,192000,87.31M,21.24M,+32.2%,0.17%
09581B103,OWL,Blue Owl Capital Inc,2526637,2408157,22.11M,21.07M,+2032.5%,0.04%
438516205,HON,Honeywell International Inc,89393,89393,20.02M,20.02M,NEW,0.04%
44107P104,HST,Host Hotels & Resorts Inc,819046,813646,19.42M,19.29M,+15067.5%,0.04%
G29183103,ETN,Eaton Corp PLC,260278,45173,110.91M,19.25M,+21%,0.22%
N00985106,AER,AerCap Holdings NV,266332,130743,38.83M,19.06M,+96.4%,0.08%
11135F101,AVGO,Broadcom Inc,3269534,49303,1.24B,18.62M,+1.5%,2.5%
371901109,GNTX,Gentex Corp,707184,707184,17.87M,17.87M,NEW,0.04%
26614N201,DD,DuPont de Nemours Inc,130383,130383,17.69M,17.69M,NEW,0.04%
G2004J103,CCL,Carnival Corp Ltd,615210,615210,17.58M,17.58M,NEW,0.04%
00206R102,T,AT&T Inc,4754038,816326,98.41M,16.9M,+20.7%,0.2%
67103H107,ORLY,OREILLY AUTOMOTIVE INC,605758,183395,55.78M,16.89M,+43.4%,0.11%
871607107,SNPS,Synopsys Inc,132764,37439,59.22M,16.7M,+39.3%,0.12%
872590104,TMUS,T-Mobile US Inc,539620,99434,90.51M,16.68M,+22.6%,0.18%
759351604,RGA,Reinsurance Group of America Inc,78281,78281,16.65M,16.65M,NEW,0.03%
146869102,CVNA,Carvana Co,311655,251188,20.51M,16.53M,+415.4%,0.04%
88262P102,TPL,Texas Pacific Land Corp,132721,37469,58.08M,16.4M,+39.3%,0.12%
872540109,TJX,TJX Cos Inc/The,686583,105926,104.02M,16.05M,+18.2%,0.21%
92343V104,VZ,Verizon Communications Inc,3088043,375996,130.75M,15.92M,+13.9%,0.26%
81762P102,NOW,ServiceNow Inc,954997,155702,94.81M,15.46M,+19.5%,0.19%
988498101,YUM,Yum! Brands Inc,228223,94085,36.48M,15.04M,+70.1%,0.07%
285512109,EA,Electronic Arts Inc,210257,73019,43.11M,14.97M,+53.2%,0.09%
030420103,AWK,American Water Works Co Inc,221660,107800,29.17M,14.18M,+94.7%,0.06%
35137L105,FOXA,Fox Corp,298412,263418,15.57M,13.74M,+752.8%,0.03%
126650100,CVS,CVS Health Corp,890499,131663,92.12M,13.62M,+17.4%,0.18%
70432V102,PAYC,Paycom Software Inc,108105,108105,13.59M,13.59M,NEW,0.03%
724479100,PBI,Pitney Bowes Inc,761248,761248,13.34M,13.34M,NEW,0.03%
22160K105,COST,Costco Wholesale Corp,352575,14187,329.82M,13.27M,+4.2%,0.66%
032095101,APH,Amphenol Corp,1271184,75018,224.14M,13.23M,+6.3%,0.45%
576323109,MTZ,MasTec Inc,58959,31595,24.53M,13.15M,+115.5%,0.05%
783549108,R,Ryder System Inc,48813,48813,12.88M,12.88M,NEW,0.03%
31428X106,FDX,FedEx Corp,212331,41031,66.49M,12.85M,+24%,0.13%
G54950103,LIN,Linde PLC,598989,24541,310.84M,12.74M,+4.3%,0.62%
57686G105,MATX,Matson Inc,64249,64249,12.35M,12.35M,NEW,0.02%
G25839104,CCEP,Coca-Cola Europacific Partners PLC,261758,120199,26.19M,12.03M,+84.9%,0.05%
750236101,RDN,Radian Group Inc,318500,318400,12M,11.99M,+318400%,0.02%
58155Q103,MCK,McKesson Corp,169787,15827,128.29M,11.96M,+10.3%,0.26%
594918104,MSFT,Microsoft Corp,5659933,31866,2.11B,11.89M,+0.6%,4.2%
243537107,DECK,Deckers Outdoor Corp,465654,119508,46.23M,11.87M,+34.5%,0.09%
Y2573F102,FLEX,Flex Ltd,194700,72500,31.56M,11.75M,+59.3%,0.06%
18467V109,YOU,Clear Secure Inc,210243,210243,11.72M,11.72M,NEW,0.02%
23918K108,DVA,DaVita Inc,58943,52643,13.11M,11.71M,+835.6%,0.03%
G0176J109,ALLE,Allegion plc,158091,83242,22.21M,11.69M,+111.2%,0.04%
459200101,IBM,International Business Machines Corp,568252,39356,159.8M,11.07M,+7.4%,0.32%
G2143T103,CMPR,Cimpress PLC,104814,104814,10.66M,10.66M,NEW,0.02%
45866F104,ICE,Intercontinental Exchange Inc,426607,85367,52.52M,10.51M,+25%,0.1%
45579U109,INDV,Indivior Pharmaceuticals Inc,577477,254954,23.69M,10.46M,+79%,0.05%
G3323L100,FN,Fabrinet,29874,18535,16.79M,10.42M,+163.5%,0.03%
89417E109,TRV,Travelers Cos Inc/The,212738,31394,70.23M,10.36M,+17.3%,0.14%
G7709Q104,RPRX,Royalty Pharma PLC,766678,178252,42.99M,9.99M,+30.3%,0.09%
911363109,URI,United Rentals Inc,60752,8783,68.83M,9.95M,+16.9%,0.14%
G3730V105,FTAI,FTAI Aviation Ltd,84702,36402,22.91M,9.85M,+75.4%,0.05%
87612E106,TGT,Target Corp,316489,74686,41.34M,9.75M,+30.9%,0.08%
668771108,GEN,Gen Digital Inc,598752,391026,14.9M,9.73M,+188.2%,0.03%
573874104,MRVL,Marvell Technology Inc,753132,32654,224.35M,9.73M,+4.5%,0.45%
093712107,BE,Bloom Energy Corp,133400,31700,40.38M,9.6M,+31.2%,0.08%
03076C106,AMP,Ameriprise Financial Inc,110841,20531,50.85M,9.42M,+22.7%,0.1%
23834J201,DAVE,Dave Inc,24749,24749,9.22M,9.22M,NEW,0.02%
776696106,ROP,Roper Technologies Inc,84681,26840,28.66M,9.08M,+46.4%,0.06%
36467J108,GLPI,Gaming and Leisure Properties Inc,1013218,203465,45.12M,9.06M,+25.1%,0.09%
H2906T109,GRMN,Garmin Ltd,101773,37102,24.18M,8.81M,+57.4%,0.05%
620076307,MSI,Motorola Solutions Inc,155363,20678,64.52M,8.59M,+15.4%,0.13%
41068X100,HASI,HA Sustainable Infrastructure Capital Inc,216388,216388,8.45M,8.45M,NEW,0.02%
36828A101,GEV,GE Vernova Inc,198552,7091,233.27M,8.33M,+3.7%,0.47%
532457108,LLY,Eli Lilly & Co,767326,6940,920.35M,8.32M,+0.9%,1.8%
855244109,SBUX,Starbucks Corp,661557,81408,67.6M,8.32M,+14%,0.13%
48020Q107,JLL,Jones Lang LaSalle Inc,35791,26342,11.09M,8.16M,+278.8%,0.02%
983793100,XPO,XPO Inc,39500,39400,8.11M,8.09M,+39400%,0.02%
F21107101,CSTM,Constellium SE,642706,247266,20.48M,7.88M,+62.5%,0.04%
252784301,DRH,DiamondRock Hospitality Co,627337,626537,7.64M,7.63M,+78317.1%,0.02%
717081103,PFE,Pfizer Inc,3677679,309400,88.56M,7.45M,+9.2%,0.18%
198516106,COLM,Columbia Sportswear Co,119949,119949,7.42M,7.42M,NEW,0.01%
G7997R103,STX,Seagate Technology Holdings PLC,128935,7674,124.42M,7.41M,+6.3%,0.25%
26210C104,DBX,Dropbox Inc,263501,263301,7.24M,7.23M,+131650.5%,0.01%
01741R102,ATI,ATI Inc,36988,36688,7.29M,7.23M,+12229.3%,0.01%
37045V100,GM,General Motors Co,1177637,92059,90.77M,7.1M,+8.5%,0.18%
22052L104,CTVA,Corteva Inc,834615,83332,70.68M,7.06M,+11.1%,0.14%
N53745100,LYB,LyondellBasell Industries NV,336784,130523,17.73M,6.87M,+63.3%,0.04%
925652109,VICI,VICI Properties Inc,2406867,257872,63.9M,6.85M,+12%,0.13%
43283X105,HGV,Hilton Grand Vacations Inc,129769,129669,6.8M,6.79M,+129669%,0.01%
516544103,LNTH,Lantheus Holdings Inc,60756,60756,6.74M,6.74M,NEW,0.01%
902973304,USB,US Bancorp,1249359,111095,75.46M,6.71M,+9.8%,0.15%
743315103,PGR,Progressive Corp/The,453363,30705,99.04M,6.71M,+7.3%,0.2%
370334104,GIS,General Mills Inc,538303,185400,18.73M,6.45M,+52.5%,0.04%
77543R102,ROKU,Roku Inc,46788,46588,6.46M,6.44M,+23294%,0.01%
76155X100,RVMD,Revolution Medicines Inc,79200,34300,14.83M,6.42M,+76.4%,0.03%
739128106,POWL,Powell Industries Inc,49709,21762,14.23M,6.23M,+77.9%,0.03%
04626A103,ALAB,Astera Labs Inc,69100,12500,33.38M,6.04M,+22.1%,0.07%
147528103,CASY,Casey's General Stores Inc,22000,7160,17.49M,5.69M,+48.2%,0.03%
501044101,KR,Kroger Co/The,447891,100652,24.87M,5.59M,+29%,0.05%
L6388F110,TIGO,Millicom International Cellular SA,62967,61100,5.71M,5.55M,+3272.6%,0.01%
852234103,XYZ,Block Inc,368635,72625,28.02M,5.52M,+24.5%,0.06%
000360206,AAON,AAON Inc,43265,43265,5.49M,5.49M,NEW,0.01%
278865100,ECL,Ecolab Inc,198980,19605,55.44M,5.46M,+10.9%,0.11%
379577208,GMED,Globus Medical Inc,68645,68345,5.42M,5.4M,+22781.7%,0.01%
30161N101,EXC,Exelon Corp,1248743,114900,58.22M,5.36M,+10.1%,0.12%
427866108,HSY,Hershey Co/The,108772,29600,19.08M,5.19M,+37.4%,0.04%
G50871105,JAZZ,Jazz Pharmaceuticals PLC,21119,21119,5.09M,5.09M,NEW,0.01%
281020107,EIX,Edison International,615936,68123,45.86M,5.07M,+12.4%,0.09%
040413205,ANET,Arista Networks Inc,824943,29689,140.14M,5.04M,+3.7%,0.28%
03073E105,COR,Cencora Inc,271081,17110,76.71M,4.84M,+6.7%,0.15%
824348106,SHW,Sherwin-Williams Co/The,177717,13860,61.19M,4.77M,+8.5%,0.12%
929740108,WAB,Westinghouse Air Brake Technologies Corp,190696,17201,51.41M,4.64M,+9.9%,0.1%
747525103,QCOM,QUALCOMM Inc,619098,24748,114.4M,4.57M,+4.2%,0.23%
609207105,MDLZ,Mondelez International Inc,758428,78900,43.87M,4.56M,+11.6%,0.09%
127203107,WHD,Cactus Inc,491480,88456,25.18M,4.53M,+21.9%,0.05%
172573107,CRCL,Circle Internet Group Inc,71400,71400,4.47M,4.47M,NEW,<.01%
778296103,ROST,Ross Stores Inc,174042,20615,37.04M,4.39M,+13.4%,0.07%
500754106,KHC,Kraft Heinz Co/The,881070,184500,20.81M,4.36M,+26.5%,0.04%
693718108,PCAR,PACCAR Inc,371975,35800,44.68M,4.3M,+10.6%,0.09%
038222105,AMAT,Applied Materials Inc,497094,5902,359.4M,4.27M,+1.2%,0.72%
833445109,SNOW,Snowflake Inc,195343,16538,49.71M,4.21M,+9.2%,0.1%
171779309,CIEN,Ciena Corp,102193,8359,50.13M,4.1M,+8.9%,0.1%
09062X103,BIIB,Biogen Inc,66365,18948,14.34M,4.09M,+40%,0.03%
22788C105,CRWD,Crowdstrike Holdings Inc,137856,5235,105.2M,4M,+3.9%,0.21%
30212P303,EXPE,Expedia Group Inc,128527,15238,32.89M,3.9M,+13.5%,0.07%
58507V107,MDLN,Medline Inc,97400,97400,3.84M,3.84M,NEW,<.01%
G25457105,CRDO,Credo Technology Group Holding Ltd,109275,13626,29.72M,3.71M,+14.2%,0.06%
04621X108,AIZ,Assurant Inc,18400,13782,4.94M,3.7M,+298.4%,<.01%
64110D104,NTAP,NetApp Inc,166239,23794,25.73M,3.68M,+16.7%,0.05%
G0403H108,AON,Aon PLC,131655,11078,43.67M,3.67M,+9.2%,0.09%
902252105,TYL,Tyler Technologies Inc,33789,12260,9.88M,3.59M,+56.9%,0.02%
920253101,VMI,Valmont Industries Inc,18819,6150,10.87M,3.55M,+48.5%,0.02%
46222L108,IONQ,IonQ Inc,168000,65800,8.95M,3.5M,+64.4%,0.02%
172062101,CINF,Cincinnati Financial Corp,166389,18800,30.81M,3.48M,+12.7%,0.06%
013872106,AA,Alcoa Corp,66599,66199,3.47M,3.45M,+16549.8%,<.01%
12503M108,CBOE,Cboe Global Markets Inc,116342,13953,28.16M,3.38M,+13.6%,0.06%
40434L105,HPQ,HP Inc,597109,153300,13.1M,3.36M,+34.5%,0.03%
74340E103,PGNY,Progyny Inc,528717,113531,15.24M,3.27M,+27.3%,0.03%
682189105,ON,ON Semiconductor Corp,256779,34441,24.28M,3.26M,+15.5%,0.05%
617446448,MS,Morgan Stanley,864011,15450,180.61M,3.23M,+1.8%,0.36%
110122108,BMY,Bristol-Myers Squibb Co,1501133,55509,86.5M,3.2M,+3.8%,0.17%
H1467J104,CB,Chubb Ltd,709677,9277,241.82M,3.16M,+1.3%,0.48%
891160509,TD,TORONTO DOMINION BK ONT,27721,25693,3.36M,3.11M,+1266.9%,<.01%
69370C100,PTC,PTC Inc,97700,27200,11.1M,3.09M,+38.6%,0.02%
12504L109,CBRE,CBRE Group Inc,350126,22121,47.16M,2.98M,+6.7%,0.09%
21873S108,CRWV,CoreWeave Inc,127200,29500,12.66M,2.94M,+30.2%,0.03%
G8068L108,SN,SharkNinja Inc,19200,19200,2.92M,2.92M,NEW,<.01%
192108504,CDE,Coeur Mining Inc,414400,178596,6.76M,2.91M,+75.7%,0.01%
78467J100,SSNC,SS&C Technologies Holdings Inc,541113,46834,33.58M,2.91M,+9.5%,0.07%
94106L109,WM,Waste Management Inc,661098,12518,147.35M,2.79M,+1.9%,0.29%
002824100,ABT,Abbott Laboratories,911092,29757,82.67M,2.7M,+3.4%,0.16%
311900104,FAST,Fastenal Co,726037,56000,34.87M,2.69M,+8.4%,0.07%
79589L106,IOT,Samsara Inc,219200,82741,7.11M,2.68M,+60.6%,0.01%
504922105,LH,Labcorp Holdings Inc,48202,9500,13.5M,2.66M,+24.5%,0.03%
580135101,MCD,McDonald's Corp,369319,9760,99.83M,2.64M,+2.7%,0.2%
N14506104,ESTC,Elastic NV,45704,45604,2.61M,2.6M,+45604%,<.01%
816851109,SRE,Sempra,598123,27800,55.45M,2.58M,+4.9%,0.11%
92532F100,VRTX,Vertex Pharmaceuticals Inc,158064,5058,78.52M,2.51M,+3.3%,0.16%
20030N101,CMCSA,Comcast Corp,2161256,99959,53.06M,2.45M,+4.8%,0.11%
76954A103,RIVN,Rivian Automotive Inc,746893,137900,12.96M,2.39M,+22.6%,0.03%
00217D100,ASTS,AST SpaceMobile Inc,119700,25700,10.64M,2.28M,+27.3%,0.02%
902494103,TSN,Tyson Foods Inc,219856,38900,12.59M,2.23M,+21.5%,0.03%
42824C109,HPE,Hewlett Packard Enterprise Co,810671,48000,36.57M,2.17M,+6.3%,0.07%
29476L107,EQR,Equity Residential,293901,31800,19.96M,2.16M,+12.1%,0.04%
68389X105,ORCL,Oracle Corp,1288461,14481,188.82M,2.12M,+1.1%,0.38%
773121108,RKLB,Rocket Lab Corp,269377,18700,27.38M,1.9M,+7.5%,0.05%
632307104,NTRA,Natera Inc,61302,7000,16.64M,1.9M,+12.9%,0.03%
25179M103,DVN,Devon Energy Corp,92556,44831,3.82M,1.85M,+93.9%,<.01%
695156109,PKG,Packaging Corp of America,50360,7200,12M,1.72M,+16.7%,0.02%
45168D104,IDXX,IDEXX Laboratories Inc,47228,3161,24.86M,1.66M,+7.2%,0.05%
88579Y101,MMM,3M Co,281417,10200,45.56M,1.65M,+3.8%,0.09%
64125C109,NBIX,Neurocrine Biosciences Inc,52095,9579,8.78M,1.61M,+22.5%,0.02%
25402D102,DOCN,DigitalOcean Holdings Inc,9951,9951,1.56M,1.56M,NEW,<.01%
30040W108,ES,Eversource Energy,395466,19700,28.58M,1.42M,+5.2%,0.06%
G5960L103,MDT,Medtronic PLC,718159,18112,56.18M,1.42M,+2.6%,0.11%
98138H101,WDAY,Workday Inc,144818,11374,17.73M,1.39M,+8.5%,0.04%
260557103,DOW,Dow Inc,508634,47500,13.92M,1.3M,+10.3%,0.03%
384802104,GWW,WW Grainger Inc,29371,924,39.96M,1.26M,+3.2%,0.08%
64110L106,NFLX,Netflix Inc,2901740,17417,207.18M,1.24M,+0.6%,0.41%
174610105,CFG,Citizens Financial Group Inc,309483,17700,21.69M,1.24M,+6.1%,0.04%
