CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
461202103,INTU,INTUIT INC,11483,418,4.97M,180.73K,+3.8%,0.23%
632307104,NTRA,NATERA INC,7654,898,1.53M,179.59K,+13.3%,0.07%
459200101,IBM,INTL BUSINESS MACHINES CORP,37737,734,9.15M,177.91K,+2%,0.42%
127387108,CDNS,CADENCE DESIGN SYS INC,11624,598,3.23M,166.17K,+5.4%,0.15%
50212V100,LPLA,LPL FINANCIAL HOLDINGS INC,4043,544,1.22M,163.65K,+15.5%,0.06%
704326107,PAYX,PAYCHEX INC,17038,1756,1.57M,161.76K,+11.5%,0.07%
49456B101,KMI,KINDER MORGAN INC,256097,4788,8.59M,160.54K,+1.9%,0.39%
00846U101,A,AGILENT TECHNOLOGIES INC,14497,1400,1.65M,159.57K,+10.7%,0.08%
437076102,HD,HOME DEPOT INC,39977,476,13.15M,156.55K,+1.2%,0.6%
053484101,AVB,AVALONBAY COMMUNITIES INC,11125,943,1.82M,154.04K,+9.3%,0.08%
592688105,MTD,METTLER-TOLEDO INTERNATIONAL,1178,121,1.49M,152.61K,+11.4%,0.07%
713448108,PEP,PEPSICO INC,73582,974,11.43M,151.25K,+1.3%,0.52%
81762P102,NOW,SERVICENOW INC,42903,1443,4.49M,150.87K,+3.5%,0.2%
775711104,ROL,ROLLINS INC,17426,2820,930.72K,150.62K,+19.3%,0.04%
87165B103,SYF,SYNCHRONY FINANCIAL,21460,2174,1.46M,147.88K,+11.3%,0.07%
032095101,APH,AMPHENOL CORP-CL A,49859,1168,6.3M,147.58K,+2.4%,0.29%
70450Y103,PYPL,PAYPAL HOLDINGS INC,41848,3233,1.89M,146.23K,+8.4%,0.09%
00724F101,ADBE,ADOBE INC,17349,600,4.22M,145.85K,+3.6%,0.19%
92338C103,VLTO,VERALTO CORP,15405,1639,1.36M,144.92K,+11.9%,0.06%
03831W108,APP,APPLOVIN CORP-CLASS A,9579,364,3.81M,144.87K,+4%,0.17%
56585A102,MPC,MARATHON PETROLEUM CORP,44542,590,10.88M,144.07K,+1.3%,0.49%
770700102,HOOD,ROBINHOOD MARKETS INC - A,31303,2061,2.17M,142.83K,+7%,0.1%
98419M100,XYL,XYLEM INC,12732,1182,1.52M,141.25K,+10.2%,0.07%
718546104,PSX,PHILLIPS 66,56853,753,10.36M,137.18K,+1.3%,0.47%
345370860,F,FORD MOTOR CO,242919,11792,2.8M,136.08K,+5.1%,0.13%
64110L106,NFLX,NETFLIX INC,169783,1398,16.32M,134.42K,+0.8%,0.74%
48251W104,KKR,KKR & CO INC,26168,1394,2.42M,128.94K,+5.6%,0.11%
45841N107,IBKR,INTERACTIVE BROKERS GRO-CL A,20897,1916,1.4M,128.51K,+10.1%,0.06%
526057104,LEN,LENNAR CORP-A,10638,1441,923.8K,125.14K,+15.7%,0.04%
278865100,ECL,ECOLAB INC,12985,454,3.45M,120.77K,+3.6%,0.16%
29476L107,EQR,EQUITY RESIDENTIAL,31673,2039,1.87M,120.61K,+6.9%,0.09%
146869102,CVNA,CARVANA CO,5889,377,1.85M,118.52K,+6.8%,0.08%
580135101,MCD,MCDONALD'S CORP,28635,379,8.9M,117.79K,+1.3%,0.4%
771049103,RBLX,ROBLOX CORP -CLASS A,25708,2071,1.45M,117.14K,+8.8%,0.07%
03769M106,APO,APOLLO GLOBAL MANAGEMENT INC,18672,1016,2.08M,113.2K,+5.8%,0.09%
17275R102,CSCO,CISCO SYSTEMS INC,158195,1448,12.27M,112.35K,+0.9%,0.56%
754730109,RJF,RAYMOND JAMES FINANCIAL INC,8939,774,1.29M,112.07K,+9.5%,0.06%
149123101,CAT,CATERPILLAR INC,18784,155,13.31M,109.81K,+0.8%,0.6%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWRE,8055,547,1.59M,108.03K,+7.3%,0.07%
303250104,FICO,FAIR ISAAC CORP,1189,101,1.27M,107.82K,+9.3%,0.06%
458140100,INTC,INTEL CORP,182350,2414,8.05M,106.53K,+1.3%,0.37%
482480100,KLAC,KLA CORP,5338,71,7.86M,104.54K,+1.3%,0.36%
91324P102,UNH,UNITEDHEALTH GROUP INC,36432,380,9.86M,102.82K,+1.1%,0.45%
031162100,AMGN,AMGEN INC,21802,289,7.67M,101.68K,+1.3%,0.35%
09260D107,BX,BLACKSTONE INC,30242,861,3.48M,99.01K,+2.9%,0.16%
02156V109,OKLO,OKLO INC,6197,1987,307.31K,98.54K,+47.2%,0.01%
58733R102,MELI,MERCADOLIBRE INC,1866,56,3.23M,96.83K,+3.1%,0.15%
929160109,VMC,VULCAN MATERIALS CO,6867,353,1.87M,96.12K,+5.4%,0.08%
002824100,ABT,ABBOTT LABORATORIES,70235,930,7.21M,95.48K,+1.3%,0.33%
422806208,HEIA,HEICO CORP-CLASS A,5737,452,1.21M,95.41K,+8.6%,0.06%
882508104,TXN,TEXAS INSTRUMENTS INC,36752,487,7.14M,94.55K,+1.3%,0.32%
631103108,NDAQ,NASDAQ INC,20087,1104,1.71M,93.72K,+5.8%,0.08%
101137107,BSX,BOSTON SCIENTIFIC CORP,61025,1481,3.83M,92.93K,+2.5%,0.17%
92345Y106,VRSK,VERISK ANALYTICS INC,7458,475,1.42M,90.13K,+6.8%,0.06%
682680103,OKE,ONEOK INC,75155,995,6.79M,89.94K,+1.3%,0.31%
92537N108,VRT,VERTIV HOLDINGS CO-A,15345,358,3.85M,89.71K,+2.4%,0.17%
12503M108,CBOE,CBOE GLOBAL MARKETS INC,4880,316,1.37M,88.82K,+6.9%,0.06%
337738108,FISV,FISERV INC,27305,1581,1.52M,88.22K,+6.1%,0.07%
46625H100,JPM,JPMORGAN CHASE & CO,131500,298,38.68M,87.66K,+0.2%,1.8%
745867101,PHM,PULTEGROUP INC,9465,733,1.11M,86.21K,+8.4%,0.05%
717081103,PFE,PFIZER INC,231059,3059,6.49M,85.9K,+1.3%,0.29%
217204106,CPRT,COPART INC,41091,2563,1.36M,85.09K,+6.7%,0.06%
91913Y100,VLO,VALERO ENERGY CORP,44479,333,10.99M,82.28K,+0.8%,0.5%
422806109,HEI,HEICO CORP,4459,299,1.22M,81.99K,+7.2%,0.06%
294429105,EFX,EQUIFAX INC,7230,455,1.3M,81.93K,+6.7%,0.06%
053015103,ADP,AUTOMATIC DATA PROCESSING,16830,403,3.42M,81.88K,+2.5%,0.16%
512807306,LRCX,LAM RESEARCH CORP,50579,380,10.81M,81.19K,+0.8%,0.49%
665859104,NTRS,NORTHERN TRUST CORP,9212,569,1.29M,79.42K,+6.6%,0.06%
075887109,BDX,BECTON DICKINSON AND CO,12957,502,2.04M,78.93K,+4%,0.09%
038222105,AMAT,APPLIED MATERIALS INC,31926,229,10.91M,78.27K,+0.7%,0.5%
244199105,DE,DEERE & CO,10431,138,5.88M,77.74K,+1.3%,0.27%
773903109,ROK,ROCKWELL AUTOMATION INC,5238,216,1.88M,77.52K,+4.3%,0.09%
90353T100,UBER,UBER TECHNOLOGIES INC,79801,1056,5.74M,75.96K,+1.3%,0.26%
09290D101,BLK,BLACKROCK INC,5918,78,5.69M,75.01K,+1.3%,0.26%
03076C106,AMP,AMERIPRISE FINANCIAL INC,4039,167,1.79M,74.21K,+4.3%,0.08%
45168D104,IDXX,IDEXX LABORATORIES INC,3583,132,2.01M,74.17K,+3.8%,0.09%
747525103,QCOM,QUALCOMM INC,43330,574,5.58M,73.92K,+1.3%,0.25%
654106103,NKE,NIKE INC -CL B,49082,1378,2.59M,72.79K,+2.9%,0.12%
370334104,GIS,GENERAL MILLS INC,31554,1955,1.17M,72.77K,+6.6%,0.05%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGY,22795,1016,1.62M,72.32K,+4.7%,0.07%
500754106,KHC,KRAFT HEINZ CO/THE,55653,3154,1.25M,70.93K,+6%,0.06%
548661107,LOW,LOWE'S COS INC,22681,300,5.36M,70.88K,+1.3%,0.24%
040413205,ANET,ARISTA NETWORKS INC,43004,569,5.28M,69.86K,+1.3%,0.24%
74340W103,PLD,PROLOGIS INC,38692,512,5.11M,67.68K,+1.3%,0.23%
893641100,TDG,TRANSDIGM GROUP INC,2380,58,2.76M,67.22K,+2.5%,0.13%
94106L109,WM,WASTE MANAGEMENT INC,21837,289,5.02M,66.41K,+1.3%,0.23%
892356106,TSCO,TRACTOR SUPPLY COMPANY,26114,1454,1.18M,65.87K,+5.9%,0.05%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,15172,133,7.46M,65.37K,+0.9%,0.34%
857477103,STT,STATE STREET CORP,12642,509,1.6M,64.42K,+4.2%,0.07%
14040H105,COF,CAPITAL ONE FINANCIAL CORP,25901,343,4.73M,62.57K,+1.3%,0.21%
57636Q104,MA,MASTERCARD INC - A,33949,125,16.96M,62.46K,+0.4%,0.77%
743315103,PGR,PROGRESSIVE CORP,23586,312,4.68M,61.85K,+1.3%,0.21%
863667101,SYK,STRYKER CORP,14000,185,4.6M,60.79K,+1.3%,0.21%
037833100,AAPL,APPLE INC,588417,237,149.33M,60.15K,+0%,6.8%
12572Q105,CME,CME GROUP INC,14557,193,4.3M,57K,+1.3%,0.2%
23331A109,DHI,DR HORTON INC,11446,415,1.57M,56.95K,+3.8%,0.07%
517834107,LVS,LAS VEGAS SANDS CORP,16142,1030,869.73K,55.5K,+6.8%,0.04%
22822V101,CCI,CROWN CASTLE INC,24207,680,1.97M,55.29K,+2.9%,0.09%
369550108,GD,GENERAL DYNAMICS CORP,12149,161,4.17M,55.26K,+1.3%,0.19%
855244109,SBUX,STARBUCKS CORP,46124,611,4.13M,54.74K,+1.3%,0.19%
92826C839,V,VISA INC-CLASS A SHARES,67558,178,20.42M,53.8K,+0.3%,0.93%
573284106,MLM,MARTIN MARIETTA MATERIALS,3108,87,1.83M,51.22K,+2.9%,0.08%
375558103,GILD,GILEAD SCIENCES INC,50145,361,6.99M,50.31K,+0.7%,0.32%
45866F104,ICE,INTERCONTINENTAL EXCHANGE IN,23195,307,3.65M,48.28K,+1.3%,0.17%
03027X100,AMT,AMERICAN TOWER CORP,20293,269,3.5M,46.42K,+1.3%,0.16%
571748102,MRSH,MARSH & MCLENNAN COS,19946,264,3.46M,45.79K,+1.3%,0.16%
910047109,UAL,UNITED AIRLINES HOLDINGS INC,7877,495,725.24K,45.57K,+6.7%,0.03%
032654105,ADI,ANALOG DEVICES INC,19926,143,6.34M,45.49K,+0.7%,0.29%
681919106,OMC,OMNICOM GROUP,15190,576,1.14M,43.38K,+3.9%,0.05%
902973304,USB,US BANCORP,62939,833,3.27M,43.32K,+1.3%,0.15%
67103H107,ORLY,O'REILLY AUTOMOTIVE INC,34867,462,3.22M,42.65K,+1.3%,0.15%
88579Y101,MMM,3M CO,22040,292,3.2M,42.41K,+1.3%,0.15%
824348106,SHW,SHERWIN-WILLIAMS CO/THE,9804,130,3.14M,41.67K,+1.3%,0.14%
231021106,CMI,CUMMINS INC,5825,77,3.13M,41.43K,+1.3%,0.14%
609207105,MDLZ,MONDELEZ INTERNATIONAL INC-A,53819,712,3.1M,41.04K,+1.3%,0.14%
911312106,UPS,UNITED PARCEL SERVICE-CL B,31153,412,3.06M,40.53K,+1.3%,0.14%
452308109,ITW,ILLINOIS TOOL WORKS,11607,154,3.02M,40.08K,+1.3%,0.14%
125523100,CI,THE CIGNA GROUP,11303,150,3.02M,40.01K,+1.3%,0.14%
907818108,UNP,UNION PACIFIC CORP,24035,158,5.83M,38.33K,+0.7%,0.27%
615369105,MCO,MOODY'S CORP,6567,87,2.86M,37.95K,+1.3%,0.13%
036752103,ELV,ELEVANCE HEALTH INC,9527,126,2.79M,36.89K,+1.3%,0.13%
655844108,NSC,NORFOLK SOUTHERN CORP,9606,127,2.76M,36.45K,+1.3%,0.13%
934423104,WBD,WARNER BROS DISCOVERY INC,96701,1280,2.66M,35.15K,+1.3%,0.12%
693718108,PCAR,PACCAR INC,22710,301,2.62M,34.77K,+1.3%,0.12%
172908105,CTAS,CINTAS CORP,15363,203,2.6M,34.34K,+1.3%,0.12%
09857L108,BKNG,BOOKING HOLDINGS INC,1297,8,5.46M,33.68K,+0.6%,0.25%
58933Y105,MRK,MERCK & CO. INC.,99726,280,12M,33.68K,+0.3%,0.55%
617446448,MS,MORGAN STANLEY,47726,203,7.85M,33.41K,+0.4%,0.36%
79466L302,CRM,SALESFORCE INC,38040,178,7.1M,33.23K,+0.5%,0.32%
438516106,HON,HONEYWELL INTERNATIONAL INC,25734,142,5.82M,32.1K,+0.6%,0.26%
369604301,GE,GENERAL ELECTRIC,42328,113,12.01M,32.07K,+0.3%,0.55%
89832Q109,TFC,TRUIST FINANCIAL CORP,52224,691,2.4M,31.77K,+1.3%,0.11%
254687106,DIS,WALT DISNEY CO/THE,71789,326,6.92M,31.42K,+0.5%,0.31%
98978V103,ZTS,ZOETIS INC,19590,259,2.32M,30.62K,+1.3%,0.11%
61174X109,MNST,MONSTER BEVERAGE CORP,31850,422,2.31M,30.58K,+1.3%,0.1%
053332102,AZO,AUTOZONE INC,696,9,2.35M,30.4K,+1.3%,0.11%
363576109,AJG,ARTHUR J GALLAGHER & CO,10555,140,2.29M,30.32K,+1.3%,0.1%
880770102,TER,TERADYNE INC,7571,100,2.24M,29.65K,+1.3%,0.1%
009066101,ABNB,AIRBNB INC-CLASS A,17684,234,2.23M,29.55K,+1.3%,0.1%
760759100,RSG,REPUBLIC SERVICES INC,10111,134,2.21M,29.35K,+1.3%,0.1%
031100100,AME,AMETEK INC,10293,136,2.21M,29.15K,+1.3%,0.1%
88262P102,TPL,TEXAS PACIFIC LAND CORP,4602,61,2.18M,28.95K,+1.3%,0.1%
28176E108,EW,EDWARDS LIFESCIENCES CORP,26457,350,2.12M,28.03K,+1.3%,0.1%
92276F100,VTR,VENTAS INC,25674,340,2.1M,27.81K,+1.3%,0.1%
14448C104,CARR,CARRIER GLOBAL CORP,37168,492,2.09M,27.7K,+1.3%,0.1%
025816109,AXP,AMERICAN EXPRESS CO,22290,91,6.74M,27.53K,+0.4%,0.31%
31488V107,FERG,FERGUSON ENTERPRISES INC,8778,116,2.05M,27.06K,+1.3%,0.09%
911363109,URI,UNITED RENTALS INC,2826,37,2.06M,26.96K,+1.3%,0.09%
285512109,EA,ELECTRONIC ARTS INC,10000,132,2.04M,26.91K,+1.3%,0.09%
701094104,PH,PARKER HANNIFIN CORP,5151,29,4.61M,25.96K,+0.6%,0.21%
94106B101,WCN,WASTE CONNECTIONS INC,11804,156,1.92M,25.34K,+1.3%,0.09%
925652109,VICI,VICI PROPERTIES INC,68099,901,1.86M,24.62K,+1.3%,0.08%
988498101,YUM,YUM! BRANDS INC,11805,156,1.84M,24.25K,+1.3%,0.08%
278642103,EBAY,EBAY INC,19514,258,1.78M,23.48K,+1.3%,0.08%
55354G100,MSCI,MSCI INC,3249,43,1.75M,23.18K,+1.3%,0.08%
59156R108,MET,METLIFE INC,23885,316,1.69M,22.35K,+1.3%,0.08%
336433107,FSLR,FIRST SOLAR INC,8562,113,1.69M,22.29K,+1.3%,0.08%
852234103,XYZ,BLOCK INC,27101,359,1.63M,21.6K,+1.3%,0.07%
761152107,RMD,RESMED INC,7153,95,1.61M,21.33K,+1.3%,0.07%
38141G104,GS,GOLDMAN SACHS GROUP INC,12036,25,10.18M,21.15K,+0.2%,0.46%
49271V100,KDP,KEURIG DR PEPPER INC,60264,798,1.59M,21.01K,+1.3%,0.07%
78409V104,SPGI,S&P GLOBAL INC,12515,49,5.32M,20.84K,+0.4%,0.24%
09062X103,BIIB,BIOGEN INC,8375,111,1.54M,20.35K,+1.3%,0.07%
443510607,HUBB,HUBBELL INC,3124,41,1.53M,20.12K,+1.3%,0.07%
406216101,HAL,HALLIBURTON CO,106104,511,4.14M,19.92K,+0.5%,0.19%
744320102,PRU,PRUDENTIAL FINANCIAL INC,15088,200,1.47M,19.54K,+1.3%,0.07%
05464C101,AXON,AXON ENTERPRISE INC,3463,46,1.47M,19.54K,+1.3%,0.07%
68902V107,OTIS,OTIS WORLDWIDE CORP,19031,252,1.47M,19.42K,+1.3%,0.07%
504922105,LH,LABCORP HOLDINGS INC,5366,71,1.43M,18.94K,+1.3%,0.07%
55261F104,MTB,M & T BANK CORP,6487,86,1.34M,17.78K,+1.3%,0.06%
143658300,CCL,CARNIVAL CORP LTD,47831,633,1.24M,16.38K,+1.3%,0.06%
30212P303,EXPE,EXPEDIA GROUP INC,5242,69,1.21M,15.93K,+1.3%,0.06%
36828A101,GEV,GE VERNOVA INC,10925,18,9.54M,15.71K,+0.2%,0.43%
570535104,MKL,MARKEL GROUP INC,583,8,1.12M,15.31K,+1.4%,0.05%
174610105,CFG,CITIZENS FINANCIAL GROUP,18267,242,1.1M,14.51K,+1.3%,0.05%
7591EP100,RF,REGIONS FINANCIAL CORP,38767,513,1.01M,13.4K,+1.3%,0.05%
46120E602,ISRG,INTUITIVE SURGICAL INC,14338,29,6.61M,13.37K,+0.2%,0.3%
115236101,BRO,BROWN & BROWN INC,13815,183,900.88K,11.93K,+1.3%,0.04%
247361702,DAL,DELTA AIR LINES INC,11977,159,796.23K,10.57K,+1.3%,0.04%
31946M103,FCNCA,FIRST CITIZENS BCSHS -CL A,396,5,746.33K,9.42K,+1.3%,0.03%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,83139,82,5.04M,4.97K,+0.1%,0.23%
620076307,MSI,MOTOROLA SOLUTIONS INC,6679,8,2.9M,3.47K,+0.1%,0.13%
828806109,SPG,SIMON PROPERTY GROUP INC,14889,17,2.78M,3.17K,+0.1%,0.13%
43300A203,HLT,HILTON WORLDWIDE HOLDINGS IN,9481,10,2.88M,3.04K,+0.1%,0.13%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,10381,6,4.64M,2.68K,+0.1%,0.21%
219350105,GLW,CORNING INC,33687,2,4.58M,271.94,+0%,0.21%
872590104,TMUS,T-MOBILE US INC,20168,-9,4.24M,-1.89K,-0%,0.19%
235851102,DHR,DANAHER CORP,25937,-13,4.92M,-2.46K,-0.1%,0.22%
693475105,PNC,PNC FINANCIAL SERVICES GROUP,15738,-14,3.27M,-2.91K,-0.1%,0.15%
126650100,CVS,CVS HEALTH CORP,51210,-52,3.68M,-3.73K,-0.1%,0.17%
064058100,BK,BANK OF NEW YORK MELLON CORP,28230,-35,3.35M,-4.15K,-0.1%,0.15%
75886F107,REGN,REGENERON PHARMACEUTICALS,4337,-7,3.35M,-5.41K,-0.2%,0.15%
020002101,ALL,ALLSTATE CORP,10762,-27,2.23M,-5.6K,-0.3%,0.1%
00206R102,T,AT&T INC,283893,-197,8.23M,-5.71K,-0.1%,0.37%
14149Y108,CAH,CARDINAL HEALTH INC,10607,-50,2.24M,-10.57K,-0.5%,0.1%
756109104,O,REALTY INCOME CORP,42943,-196,2.63M,-11.99K,-0.5%,0.12%
74762E102,PWR,QUANTA SERVICES INC,6349,-22,3.49M,-12.08K,-0.3%,0.16%
253868103,DLR,DIGITAL REALTY TRUST INC,15891,-74,2.86M,-13.34K,-0.5%,0.13%
89417E109,TRV,TRAVELERS COS INC/THE,9088,-52,2.65M,-15.17K,-0.6%,0.12%
256746108,DLTR,DOLLAR TREE INC,10119,-153,1.11M,-16.76K,-1.5%,0.05%
443201108,HWM,HOWMET AEROSPACE INC,15762,-79,3.63M,-18.21K,-0.5%,0.17%
74460D109,PSA,PUBLIC STORAGE,7929,-71,2.15M,-19.23K,-0.9%,0.1%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,10113,-57,3.49M,-19.67K,-0.6%,0.16%
172062101,CINF,CINCINNATI FINANCIAL CORP,7025,-128,1.11M,-20.14K,-1.8%,0.05%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,55063,-657,1.76M,-21.03K,-1.2%,0.08%
45687V106,IR,INGERSOLL-RAND INC,19469,-288,1.56M,-23.07K,-1.5%,0.07%
778296103,ROST,ROSS STORES INC,13404,-107,2.9M,-23.18K,-0.8%,0.13%
416515104,HIG,HARTFORD INSURANCE GROUP INC,11764,-175,1.59M,-23.67K,-1.5%,0.07%
571903202,MAR,MARRIOTT INTERNATIONAL -CL A,9279,-82,3.03M,-26.82K,-0.9%,0.14%
384802104,GWW,WW GRAINGER INC,2013,-26,2.2M,-28.36K,-1.3%,0.1%
808513105,SCHW,SCHWAB (CHARLES) CORP,68000,-303,6.39M,-28.48K,-0.4%,0.29%
37045V100,GM,GENERAL MOTORS CO,46956,-387,3.5M,-28.83K,-0.8%,0.16%
58155Q103,MCK,MCKESSON CORP,4968,-34,4.3M,-29.42K,-0.7%,0.2%
958102105,WDC,WESTERN DIGITAL CORP,14478,-113,3.92M,-30.57K,-0.8%,0.18%
001055102,AFL,AFLAC INC,20478,-315,2.25M,-34.56K,-1.5%,0.1%
026874784,AIG,AMERICAN INTERNATIONAL GROUP,22638,-522,1.7M,-39.28K,-2.3%,0.08%
